"","Author","Functions","n"
"909","briatte","file.remove",24
"910","briatte","file.rename",3
"911","briatte","fisher.test",3
"912","briatte","fitted.values",9
"913","briatte","floor",3
"914","briatte","flush.console",3
"915","briatte","format_format",3
"916","briatte","formula",3
"917","briatte","fortify",3
"918","briatte","geom_abline",12
"919","briatte","geom_area",3
"920","briatte","geom_bar",3
"921","briatte","geom_density2d",3
"922","briatte","geom_errorbarh",3
"923","briatte","geom_hline",27
"924","briatte","geom_line",12
"925","briatte","geom_linerange",6
"926","briatte","geom_path",6
"927","briatte","geom_point",36
"928","briatte","geom_pointrange",3
"929","briatte","geom_polygon",6
"930","briatte","geom_rect",3
"931","briatte","geom_rug",3
"932","briatte","geom_segment",9
"933","briatte","geom_smooth",39
"934","briatte","geom_text",24
"935","briatte","geom_tile",6
"936","briatte","geom_violin",3
"937","briatte","geom_vline",9
"938","briatte","get_number",3
"939","briatte","get_variable",3
"940","briatte","getOption",3
"941","briatte","getText",3
"942","briatte","getURL",6
"943","briatte","getwd",6
"944","briatte","ggbiplot",3
"945","briatte","ggchoro",3
"946","briatte","ggcorr",3
"947","briatte","ggdendrogram",3
"948","briatte","ggfit",3
"949","briatte","gglag",3
"950","briatte","ggnet",9
"951","briatte","ggpairs",3
"952","briatte","ggplot",27
"953","briatte","ggsave",3
"954","briatte","ggtable",3
"955","briatte","grep",3
"956","briatte","grepl",15
"957","briatte","gsub",27
"958","briatte","handshake",3
"959","briatte","hclust",3
"960","briatte","hclustvar",3
"961","briatte","head",60
"962","briatte","heatmap",3
"963","briatte","hello.world",3
"964","briatte","help",3
"965","briatte","help.search",3
"966","briatte","hhi",3
"967","briatte","hist",3
"968","briatte","htmlParse",6
"969","briatte","I",33
"970","briatte","ifelse",30
"971","briatte","index",3
"972","briatte","install.packages",66
"973","briatte","install_github",3
"974","briatte","installed.packages",9
"975","briatte","is.character",3
"976","briatte","is.matrix",3
"977","briatte","is.na",9
"978","briatte","is.null",9
"979","briatte","is.numeric",6
"980","briatte","is.vector",6
"981","briatte","isTRUE",3
"982","briatte","kmeans",3
"983","briatte","labs",63
"984","briatte","lapply",63
"985","briatte","length",39
"986","briatte","levels",15
"987","briatte","library",72
"988","briatte","list",15
"989","briatte","list.files",3
"990","briatte","lm",18
"991","briatte","load",3
"992","briatte","loadings",3
"993","briatte","loess.control",3
"994","briatte","log",18
"995","briatte","log10",3
"996","briatte","ls",6
"997","briatte","map",3
"998","briatte","map_data",3
"999","briatte","match.arg",3
"1000","briatte","matrix",9
"1001","briatte","max",18
"1002","briatte","mean",39
"1003","briatte","median",6
"1004","briatte","melt",27
"1005","briatte","merge",9
"1006","briatte","message",15
"1007","briatte","method",3
"1008","briatte","min",15
"1009","briatte","month",3
"1010","briatte","mosaicplot",3
"1011","briatte","my.factorial",3
"1012","briatte","na.omit",27
"1013","briatte","names",33
"1014","briatte","nchar",6
"1015","briatte","ncol",6
"1016","briatte","network",9
"1017","briatte","network.vertex.names",3
"1018","briatte","new",3
"1019","briatte","nrow",12
"1020","briatte","ns",9
"1021","briatte","opts",3
"1022","briatte","order",15
"1023","briatte","pairs",6
"1024","briatte","paste",9
"1025","briatte","paste0",18
"1026","briatte","PCA",3
"1027","briatte","percent_format",3
"1028","briatte","pie",3
"1029","briatte","plot",3
"1030","briatte","pnorm",3
"1031","briatte","prcomp",3
"1032","briatte","predict",6
"1033","briatte","pretty_breaks",3
"1034","briatte","princomp",3
"1035","briatte","print",9
"1036","briatte","prod",3
"1037","briatte","prop.table",6
"1038","briatte","qog.map",3
"1039","briatte","qplot",75
"1040","briatte","qqline",3
"1041","briatte","qqnorm",3
"1042","briatte","quantile",12
"1043","briatte","randomNames",3
"1044","briatte","range",3
"1045","briatte","rbind",3
"1046","briatte","rbind.fill",6
"1047","briatte","rbinom",3
"1048","briatte","read.csv",60
"1049","briatte","read.dta",21
"1050","briatte","read.table",9
"1051","briatte","read.xlsx",12
"1052","briatte","readHTMLTable",12
"1053","briatte","rect.hclust",3
"1054","briatte","registerTwitterOAuth",3
"1055","briatte","reorder",18
"1056","briatte","rep",21
"1057","briatte","require",87
"1058","briatte","resid",3
"1059","briatte","residuals",6
"1060","briatte","return",21
"1061","briatte","rev",3
"1062","briatte","rm",6
"1063","briatte","rnorm",3
"1064","briatte","round",15
"1065","briatte","row.names",3
"1066","briatte","rowMeans",3
"1067","briatte","rownames",12
"1068","briatte","rowSums",3
"1069","briatte","rstandard",3
"1070","briatte","runif",12
"1071","briatte","sample",6
"1072","briatte","sapply",18
"1073","briatte","save.image",6
"1074","briatte","scale",3
"1075","briatte","scale_alpha_continuous",3
"1076","briatte","scale_color_brewer",3
"1077","briatte","scale_color_gradient2",3
"1078","briatte","scale_color_manual",3
"1079","briatte","scale_colour_brewer",18
"1080","briatte","scale_colour_gradient",3
"1081","briatte","scale_colour_gradient2",6
"1082","briatte","scale_colour_manual",21
"1083","briatte","scale_fill_brewer",15
"1084","briatte","scale_fill_discrete",3
"1085","briatte","scale_fill_gradient",3
"1086","briatte","scale_fill_gradient2",3
"1087","briatte","scale_fill_gradientn",3
"1088","briatte","scale_fill_manual",9
"1089","briatte","scale_linetype_manual",3
"1090","briatte","scale_size",3
"1091","briatte","scale_size_area",6
"1092","briatte","scale_x_continuous",18
"1093","briatte","scale_x_discrete",3
"1094","briatte","scale_y_continuous",15
"1095","briatte","scale_y_discrete",3
"1096","briatte","scale_y_log10",3
"1097","briatte","scan",3
"1098","briatte","scatterplotMatrix",9
"1099","briatte","sd",9
"1100","briatte","seq",24
"1101","briatte","setwd",3
"1102","briatte","sort",6
"1103","briatte","source",21
"1104","briatte","source_gist",3
"1105","briatte","source_url",6
"1106","briatte","sqrt",6
"1107","briatte","stop",6
"1108","briatte","stopwords",3
"1109","briatte","str",33
"1110","briatte","stripchart",3
"1111","briatte","strptime",9
"1112","briatte","strsplit",9
"1113","briatte","sub",3
"1114","briatte","subset",36
"1115","briatte","substitute",3
"1116","briatte","substr",6
"1117","briatte","sum",6
"1118","briatte","summary",24
"1119","briatte","t",3
"1120","briatte","t.test",3
"1121","briatte","table",24
"1122","briatte","tail",12
"1123","briatte","tapply",15
"1124","briatte","textConnection",6
"1125","briatte","theme",39
"1126","briatte","theme_bw",6
"1127","briatte","theme_grey",3
"1128","briatte","theme_rect",3
"1129","briatte","tolower",6
"1130","briatte","toupper",3
"1131","briatte","unique",3
"1132","briatte","unit",3
"1133","briatte","unlist",9
"1134","briatte","unz",21
"1135","briatte","unzip",6
"1136","briatte","userTimeline",3
"1137","briatte","vcov",3
"1138","briatte","vwReg",3
"1139","briatte","warning",6
"1140","briatte","WDI",3
"1141","briatte","which",15
"1142","briatte","who.follows",3
"1143","briatte","who.is.followed.by",3
"1144","briatte","with",45
"1145","briatte","within",6
"1146","briatte","write.csv",42
"1147","briatte","wtd.quantile",6
"1148","briatte","xlab",3
"1149","briatte","xpathApply",6
"1150","briatte","year",3
"1151","briatte","ylab",3
"1152","briatte","zip",18
"1153","briatte","zoo",3
"1154","cboettig","abs",3
"1155","cboettig","ace",3
"1156","cboettig","active_tags",3
"1157","cboettig","add_baseurl",3
"1158","cboettig","add_header_txt",3
"1159","cboettig","add_headers",3
"1160","cboettig","add_redirects",3
"1161","cboettig","aes",3
"1162","cboettig","all",3
"1163","cboettig","any",3
"1164","cboettig","as.character",12
"1165","cboettig","as.data.frame",3
"1166","cboettig","as.Date",6
"1167","cboettig","as.numeric",3
"1168","cboettig","as.string",3
"1169","cboettig","attr",3
"1170","cboettig","axisPhylo",3
"1171","cboettig","barplot",3
"1172","cboettig","bibliography",6
"1173","cboettig","by_phd",3
"1174","cboettig","by_practicum",3
"1175","cboettig","by_year",3
"1176","cboettig","c",27
"1177","cboettig","cat",6
"1178","cboettig","class",3
"1179","cboettig","clean_md",3
"1180","cboettig","cleanbib",3
"1181","cboettig","clusterEvalQ",3
"1182","cboettig","clusterExport",3
"1183","cboettig","construct.geocode.url",3
"1184","cboettig","data",6
"1185","cboettig","data.class",3
"1186","cboettig","data.frame",3
"1187","cboettig","data.set",3
"1188","cboettig","data.table",3
"1189","cboettig","date",3
"1190","cboettig","dev.off",3
"1191","cboettig","do.call",3
"1192","cboettig","docklet_create",3
"1193","cboettig","docklet_run",3
"1194","cboettig","download.file",9
"1195","cboettig","download_images",3
"1196","cboettig","droplet_delete",3
"1197","cboettig","duplicated",3
"1198","cboettig","element_rect",3
"1199","cboettig","eml_publish",3
"1200","cboettig","eml_write",3
"1201","cboettig","environment",3
"1202","cboettig","export_oww",3
"1203","cboettig","facet_wrap",3
"1204","cboettig","fish_names",3
"1205","cboettig","fix_citations",3
"1206","cboettig","fix_codetags",3
"1207","cboettig","fix_equations",3
"1208","cboettig","fix_flickr",3
"1209","cboettig","flickr.photos.getSizes",3
"1210","cboettig","format",3
"1211","cboettig","fromJSON",3
"1212","cboettig","geom_line",3
"1213","cboettig","get",3
"1214","cboettig","GET",6
"1215","cboettig","get_categories",3
"1216","cboettig","get_filenames",3
"1217","cboettig","get_fish_pages",3
"1218","cboettig","get_metadata",3
"1219","cboettig","getCurlHandle",3
"1220","cboettig","getNodeSet",3
"1221","cboettig","getOption",9
"1222","cboettig","getURL",3
"1223","cboettig","getURLContent",3
"1224","cboettig","gGeoCode",3
"1225","cboettig","ggplot",3
"1226","cboettig","grep",24
"1227","cboettig","gsub",24
"1228","cboettig","gsubfn",27
"1229","cboettig","handshake",3
"1230","cboettig","hist",3
"1231","cboettig","html_to_md",3
"1232","cboettig","htmlParse",3
"1233","cboettig","ifelse",3
"1234","cboettig","image_uri",6
"1235","cboettig","invisible",6
"1236","cboettig","is.character",3
"1237","cboettig","is.element",3
"1238","cboettig","is.factor",3
"1239","cboettig","is.list",3
"1240","cboettig","is.matrix",3
"1241","cboettig","is.na",3
"1242","cboettig","is.null",6
"1243","cboettig","is.numeric",3
"1244","cboettig","is.vector",3
"1245","cboettig","l_ply",3
"1246","cboettig","lapply",33
"1247","cboettig","length",21
"1248","cboettig","library",21
"1249","cboettig","list",12
"1250","cboettig","localimages",3
"1251","cboettig","makeCluster",3
"1252","cboettig","match",3
"1253","cboettig","match.arg",3
"1254","cboettig","matrix",3
"1255","cboettig","max",3
"1256","cboettig","melt",3
"1257","cboettig","message",3
"1258","cboettig","min",3
"1259","cboettig","mycol",3
"1260","cboettig","names",12
"1261","cboettig","ncol",3
"1262","cboettig","new",3
"1263","cboettig","newbib",3
"1264","cboettig","nodelabels",3
"1265","cboettig","nrow",3
"1266","cboettig","numeric",3
"1267","cboettig","of_landings",3
"1268","cboettig","of_species_codes",3
"1269","cboettig","options",3
"1270","cboettig","packageDescription",3
"1271","cboettig","par",3
"1272","cboettig","parsed_content",3
"1273","cboettig","paste",39
"1274","cboettig","paste0",12
"1275","cboettig","pdf",3
"1276","cboettig","plot",3
"1277","cboettig","plot_cts_ancestor",3
"1278","cboettig","print",6
"1279","cboettig","R.Version",3
"1280","cboettig","read.csv",6
"1281","cboettig","read.nexus",3
"1282","cboettig","readLines",27
"1283","cboettig","regexpr",3
"1284","cboettig","registerDoSNOW",3
"1285","cboettig","registerTwitterOAuth",3
"1286","cboettig","rename_private",3
"1287","cboettig","rep",3
"1288","cboettig","require",36
"1289","cboettig","return",9
"1290","cboettig","rgb",3
"1291","cboettig","row.names",3
"1292","cboettig","rowSums",3
"1293","cboettig","sanitize",3
"1294","cboettig","sanitize.colnames.function",3
"1295","cboettig","sanitize.final",3
"1296","cboettig","sanitize.numbers",3
"1297","cboettig","sanitize.rownames.function",3
"1298","cboettig","sanitize.text.function",3
"1299","cboettig","sapply",12
"1300","cboettig","set",3
"1301","cboettig","setkey",3
"1302","cboettig","sort",3
"1303","cboettig","stop",3
"1304","cboettig","strapply",3
"1305","cboettig","string",3
"1306","cboettig","strsplit",9
"1307","cboettig","sum",3
"1308","cboettig","switch",3
"1309","cboettig","Sys.getenv",3
"1310","cboettig","system",27
"1311","cboettig","t",6
"1312","cboettig","table",3
"1313","cboettig","task",3
"1314","cboettig","theme_bw",6
"1315","cboettig","theme_set",3
"1316","cboettig","theme_update",3
"1317","cboettig","tiplabels",3
"1318","cboettig","tolower",3
"1319","cboettig","treedata",3
"1320","cboettig","try",3
"1321","cboettig","unique",9
"1322","cboettig","unlist",6
"1323","cboettig","URLencode",3
"1324","cboettig","vector",3
"1325","cboettig","warning",3
"1326","cboettig","wiki_parse",3
"1327","cboettig","write.csv",6
"1328","cboettig","write_mds",3
"1329","cboettig","writeLines",27
"1330","christophergandrud","abs",3
"1331","christophergandrud","adf.test",6
"1332","christophergandrud","aes",45
"1333","christophergandrud","apply",12
"1334","christophergandrud","arima.sim",9
"1335","christophergandrud","arrange",60
"1336","christophergandrud","arrangeGrob",3
"1337","christophergandrud","as.character",18
"1338","christophergandrud","as.data.frame",6
"1339","christophergandrud","as.factor",21
"1340","christophergandrud","as.integer",24
"1341","christophergandrud","as.list",3
"1342","christophergandrud","as.matrix",9
"1343","christophergandrud","as.numeric",15
"1344","christophergandrud","as.vector",9
"1345","christophergandrud","attributes",3
"1346","christophergandrud","ave",3
"1347","christophergandrud","bayesglm",9
"1348","christophergandrud","binomial",15
"1349","christophergandrud","brew",3
"1350","christophergandrud","c",153
"1351","christophergandrud","cat",3
"1352","christophergandrud","cbind",33
"1353","christophergandrud","change",6
"1354","christophergandrud","chisq.test",3
"1355","christophergandrud","class",3
"1356","christophergandrud","close",3
"1357","christophergandrud","cluster",3
"1358","christophergandrud","coef",15
"1359","christophergandrud","colouriser",3
"1360","christophergandrud","colSums",3
"1361","christophergandrud","CombineFiles",3
"1362","christophergandrud","compare_to_dummy",3
"1363","christophergandrud","complete.cases",6
"1364","christophergandrud","contains",3
"1365","christophergandrud","content",3
"1366","christophergandrud","coord_flip",6
"1367","christophergandrud","cor",3
"1368","christophergandrud","cor.test",6
"1369","christophergandrud","corrplot",3
"1370","christophergandrud","countrycode",30
"1371","christophergandrud","coxph",3
"1372","christophergandrud","coxsimLinear",3
"1373","christophergandrud","cumsum",6
"1374","christophergandrud","data.frame",57
"1375","christophergandrud","datayears",3
"1376","christophergandrud","ddjnonparam_ews",3
"1377","christophergandrud","dev.off",24
"1378","christophergandrud","diag",3
"1379","christophergandrud","dist",3
"1380","christophergandrud","dMerge",6
"1381","christophergandrud","do.call",3
"1382","christophergandrud","DpiGet",12
"1383","christophergandrud","DropNA",42
"1384","christophergandrud","duplicated",6
"1385","christophergandrud","element_text",3
"1386","christophergandrud","eval",3
"1387","christophergandrud","exp",6
"1388","christophergandrud","expand.grid",3
"1389","christophergandrud","export",18
"1390","christophergandrud","expression",6
"1391","christophergandrud","extender",3
"1392","christophergandrud","extract_element",6
"1393","christophergandrud","facet_grid",3
"1394","christophergandrud","facet_wrap",12
"1395","christophergandrud","factor",21
"1396","christophergandrud","fdr_fun",6
"1397","christophergandrud","FillDown",3
"1398","christophergandrud","filter",36
"1399","christophergandrud","Filter",3
"1400","christophergandrud","find.interaction",3
"1401","christophergandrud","FindDups",27
"1402","christophergandrud","FindReplace",3
