"autor","funkcja"
"Claudio Lottaz","rep"
"Claudio Lottaz","require"
"Claudio Lottaz","return"
"Claudio Lottaz","round"
"Claudio Lottaz","rownames"
"Claudio Lottaz","seq"
"Claudio Lottaz","stop"
"Claudio Lottaz","sub"
"Claudio Lottaz","substr"
"Claudio Lottaz","sum"
"Claudio Lottaz","t"
"Claudio Lottaz","table"
"Claudio Lottaz","Rkeys"
"Claudio Lottaz","unlist"
"Claudio Lottaz","dev.off"
"Claudio Lottaz","postscript"
"Claudio Lottaz","as.hclust"
"Claudio Lottaz","cutree"
"Claudio Lottaz","kmeans"
"Claudio Lottaz","axis"
"Claudio Lottaz","box"
"Claudio Lottaz","grid"
"Claudio Lottaz","image"
"Claudio Lottaz","mtext"
"Claudio Lottaz","par"
"Claudio Lottaz","plot"
"Claudio Lottaz","strwidth"
"Claudio Lottaz","X11"
"Claudio Lottaz","intersect"
"Henrik Bengtsson","c"
"Henrik Bengtsson","cat"
"Henrik Bengtsson","close"
"Henrik Bengtsson","packageDescription"
"Henrik Bengtsson",".getCelHeaderV4"
"Henrik Bengtsson",".getCelHeaderVersion"
"Henrik Bengtsson","do.call"
"Henrik Bengtsson","file"
"Henrik Bengtsson","file.exists"
"Henrik Bengtsson","invisible"
"Henrik Bengtsson","is.null"
"Henrik Bengtsson","length"
"Henrik Bengtsson","library.dynam.unload"
"Henrik Bengtsson",".unwrapCelHeaderV4"
"Henrik Bengtsson",".wrapCelHeaderV4"
"Henrik Bengtsson","writeCelHeaderV4"
"Henrik Bengtsson","writeDWord"
"Henrik Bengtsson","writeInteger"
"Henrik Bengtsson","list"
"Henrik Bengtsson","names"
"Henrik Bengtsson","nrow"
"Henrik Bengtsson","on.exit"
"Henrik Bengtsson","paste"
"Henrik Bengtsson","rep"
"Henrik Bengtsson","return"
"Henrik Bengtsson","seq_along"
"Henrik Bengtsson","stop"
"Henrik Bengtsson","t"
"Henrik Bengtsson","write"
"Henrik Bengtsson","writeLines"
"Henrik Bengtsson","which"
"Henrik Bengtsson","writeBin"
"Henrik Bengtsson","writeChar"
"Henrik Bengtsson","seek"
"Henrik Bengtsson","sprintf"
"Henrik Bengtsson","which.max"
"Henrik Bengtsson","match.arg"
"Henrik Bengtsson","mode"
"Henrik Bengtsson","writeString"
"Henrik Bengtsson","writeWString"
"Henrik Bengtsson","readCelHeader"
"Henrik Bengtsson","readWBI"
"Henrik Bengtsson","readWString"
"Henrik Bengtsson","readWVT"
"Henrik Bengtsson","requireNamespace"
"Henrik Bengtsson","rm"
"Henrik Bengtsson","seq_len"
"Henrik Bengtsson","setwd"
"Henrik Bengtsson","sort.int"
"Henrik Bengtsson","stopifnot"
"Henrik Bengtsson","substitute"
"Henrik Bengtsson","unlist"
"Henrik Bengtsson","vector"
"Henrik Bengtsson","setdiff"
"Henrik Bengtsson","writeSequence"
"Henrik Bengtsson","intersect"
"Rafael A.",".libPaths"
"Rafael A.","any"
"Rafael A.","assign"
"Rafael A.","data"
"Rafael A.",".initBackgroundCorrect"
"Rafael A.",".initExpression"
"Rafael A.","cat"
"Rafael A.","class"
"Rafael A.","emptyenv"
"Rafael A.","environment"
"Rafael A.","getOption"
"Rafael A.","grep"
"Rafael A.","new"
"Rafael A.","median"
"Rafael A.",".initNormalize"
"Rafael A.",".initPmCorrect"
"Rafael A.",".setAffyOptions"
"Rafael A.","addVigs2WinMenu"
"Rafael A.","protocolData"
"Rafael A.","interactive"
"Rafael A.","is.na"
"Rafael A.","is.null"
"Rafael A.","list"
"Rafael A.","ls"
"Rafael A.","nchar"
"Rafael A.","new.env"
"Rafael A.","options"
"Rafael A.","parent.frame"
"Rafael A.","return"
"Rafael A.","stop"
"Rafael A.","sub"
"Rafael A.","sys.function"
"Rafael A.","topenv"
"Rafael A.","list.files"
"Rafael A.","match"
"Rafael A.","match.arg"
"Rafael A.","names"
"Rafael A.","order"
"Rafael A.","paste"
"Rafael A.","paste0"
"Rafael A.","prod"
"Rafael A.","require"
"Rafael A.","rownames"
"Rafael A.","sapply"
"Rafael A.","seq_along"
"Rafael A.","as"
"Rafael A.","is"
"Rafael A.","sampleNames"
"Rafael A.","notes"
"Rafael A.","pData"
"Rafael A.","preproc"
"Rafael A.","read.affybatch"
"Rafael A.","read.AnnotatedDataFrame"
"Rafael A.","read.celfile.header"
"Rafael A.","read.celfile.probeintensity.matrices"
"Rafael A.","read.MIAME"
"Rafael A.","read_abatch"
"Rafael A.","read_abatch_stddev"
"Rafael A.","normalize.AffyBatch.methods"
"Rafael A.","phenoData"
"Rafael A.","plotDensity.AffyBatch"
"Rafael A.","pmcorrect.methods"
"Rafael A.","pmindex"
"Rafael A.","probes"
"Rafael A.","se.exprs"
"Rafael A.","seq_len"
"Rafael A.","sprintf"
"Rafael A.","sQuote"
"Rafael A.","strwrap"
"Rafael A.","substitute"
"Rafael A.","typeof"
"Rafael A.","unlist"
"Rafael A.","warning"
"Rafael A.","sqrt"
"Rafael A.","subset"
"Rafael A.","sum"
"Rafael A.","switch"
"Rafael A.","t"
"Rafael A.","rep"
"Rafael A.","dev.interactive"
"Rafael A.","gray"
"Rafael A.","medpolish"
"Rafael A.","sd"
"Rafael A.","predict"
"Rafael A.","quantile"
"Rafael A.","par"
"Rafael A.","points"
"Rafael A.","frame"
"Rafael A.","lines"
"Rafael A.","mtext"
"Rafael A.","plot"
"Rafael A.","smoothScatter"
"Rafael A.","text"
"Rafael A.","matplot"
"Rafael A.","setMethod"
"Rafael A.","setReplaceMethod"
"Rafael A.","signature"
"Rafael A.","available.packages"
"Rafael A.","install.packages"
"Rafael A.","terms"
"Rafael A.","representation"
"Rafael A.","transfo"
"Rafael A.","updateMe"
"Rafael A.","updateObject"
"Rafael A.","rev"
"Rafael A.","seq"
"Rafael A.","standardGeneric"
"Rafael A.","trunc"
"Rafael A.","try"
"Rafael A.","tryCatch"
"Rafael A.","unname"
"Rafael A.","vector"
"Rafael A.","setClass"
"Rafael A.","setGeneric"
"Rafael A.","slot"
"Rafael A.","exists"
"Rafael A.","exprs"
"Rafael A.","exprset.log"
"Rafael A.","do.call"
"Rafael A.","length"
"Rafael A.","matrix"
"Rafael A.","IQR"
"Rafael A.","getData"
"Rafael A.","read.spikein"
"Rafael A.","remove.hgu133a.xhyb"
"Rafael A.","assessLS"
"Rafael A.","mean"
"Rafael A.","rbind"
"Rafael A.","max"
"Rafael A.","min"
"Rafael A.","ncol"
"Rafael A.","nrow"
"Rafael A.","pmax"
"Rafael A.","pmin"
"Rafael A.","range"
"Rafael A.","assessMA2"
"Rafael A.","assessSpikeInSD"
"Rafael A.","esApply"
"Rafael A.","featureNames"
"Rafael A.","myauc"
"Rafael A.","round"
"Rafael A.","sample"
"Rafael A.","set.seed"
"Rafael A.","sort"
"Rafael A.","summary"
"Rafael A.","tapply"
"Rafael A.","unique"
"Rafael A.","which"
"Rafael A.","heat.colors"
"Rafael A.","topo.colors"
"Rafael A.","approx"
"Rafael A.","cor"
"Rafael A.","lm"
"Rafael A.","loess"
"Rafael A.","abline"
"Rafael A.","legend"
"Martin Morgan","all"
"Martin Morgan","basename"
"Martin Morgan","c"
"Martin Morgan",".Data"
"Martin Morgan",".getters"
"Martin Morgan","cat"
"Martin Morgan","character"
"Martin Morgan","class"
"Martin Morgan","close"
"Martin Morgan","deparse"
"Martin Morgan","file.exists"
"Martin Morgan","as.character"
"Martin Morgan",".idxOk"
"Martin Morgan",".netAffxAnnotFile"
"Martin Morgan",".netAffxAnnotListFile"
"Martin Morgan",".NetAffxResource_descriptions"
"Martin Morgan",".netAffxUrl"
"Martin Morgan","file.path"
"Martin Morgan","file.rename"
"Martin Morgan","grep"
"Martin Morgan","invisible"
"Martin Morgan","is.na"
"Martin Morgan","is.null"
"Martin Morgan","length"
"Martin Morgan","match"
"Martin Morgan","message"
"Martin Morgan","names"
"Martin Morgan","nzchar"
"Martin Morgan","on.exit"
"Martin Morgan","paste"
"Martin Morgan","readLines"
"Martin Morgan","rep"
"Martin Morgan","return"
"Martin Morgan","sapply"
"Martin Morgan","sprintf"
"Martin Morgan","standardGeneric"
"Martin Morgan","stop"
"Martin Morgan","sub"
"Martin Morgan","substitute"
"Martin Morgan","switch"
"Martin Morgan","tempdir"
"Martin Morgan","tempfile"
"Martin Morgan","unlink"
"Martin Morgan","unz"
"Martin Morgan","callGeneric"
"Martin Morgan","getClass"
"Martin Morgan",".readAnnotation"
"Martin Morgan",".readFASTA"
"Martin Morgan",".readNetAffxXml"
"Martin Morgan",".readXmlAsClass"
"Martin Morgan",".retrieveNetAffx"
"Martin Morgan",".xvalue"
"Martin Morgan","affxAnnotation"
"Martin Morgan","affxCompression"
"Martin Morgan","affxFile"
"Martin Morgan","affxLicence"
"Martin Morgan","affxType"
"Martin Morgan","affxUrl"
"Martin Morgan","annotationsFile"
"Martin Morgan","curlOptions"
"Martin Morgan","directory"
"Martin Morgan","getURL"
"Martin Morgan","password"
"Martin Morgan","readDNAStringSet"
"Martin Morgan","readXml"
"Martin Morgan","user"
"Martin Morgan","xclass"
"Martin Morgan","writeLines"
"Martin Morgan","new"
"Martin Morgan","setdiff"
"Martin Morgan","setGeneric"
"Martin Morgan","setMethod"
"Martin Morgan","signature"
"Martin Morgan","slot"
"Martin Morgan","download.file"
"Martin Morgan","read.csv"
"Martin Morgan","read.delim"
"Martin Morgan","slotNames"
"Martin Morgan","setReplaceMethod"
"Martin Morgan","validObject"
"V. Carey","apply"
"V. Carey","as.numeric"
"V. Carey","c"
"V. Carey","annotation"
"V. Carey","exprs"
"V. Carey","expand.grid"
"V. Carey","is.null"
"V. Carey","length"
"V. Carey","paste"
"V. Carey","require"
"V. Carey","return"
"V. Carey","valgen"
"V. Carey","xy2indices"
"V. Carey","seq"
"James W.","abs"
"James W.","as.logical"
"James W.","as.matrix"
"James W.","write.table"
"James W.","makeIndices"
"James W.","vennCounts"
"James W.","c"
"James W.","colnames"
"James W.","dim"
"James W.","is.matrix"
"James W.","is.null"
"James W.","lapply"
"James W.","is"
"James W.","cor"
"James W.","interactive"
"James W.","aes"
"James W.","closePage"
"James W.","cpm"
"James W.","decideTests"
"James W.","drawVenn"
"James W.","list"
"James W.","match.arg"
"James W.","ncol"
"James W.","paste"
"James W.","return"
"James W.","rowSums"
"James W.","sapply"
"James W.","sign"
"James W.","stop"
"James W.","sum"
"James W.","switch"
"James W.","unique"
"James W.","unlist"
"James W.","is.na"
"James W.","length"
"James W.","mapply"
"James W.","match"
"James W.","matrix"
"James W.","names"
"James W.","nrow"
"James W.","paste0"
"James W.","new"
"James W.","element_blank"
"James W.","element_text"
"James W.","exprs"
"James W.","featureNames"
"James W.","finish"
"James W.","fixHeaderAndGo"
"James W.","geom_boxplot"
"James W.","geom_point"
"James W.","getCols"
"James W.","ggplot"
"James W.","glmLRT"
"James W.","glmQLFTest"
"James W.","glmTreat"
"James W.","grid.newpage"
"James W.","hmakeTag"
"James W.","HTMLReport"
"James W.","hwrite"
"James W.","hwriteImage"
"James W.","inLineVennLinks"
"James W.","intNames"
"James W.","labs"
"James W.","lattice.options"
"James W.","makeGenePlots"
"James W.","print"
"James W.","rbind"
"James W.","rep"
"James W.","row.names"
"James W.","rownames"
"James W.","seq"
"James W.","seq_len"
"James W.","split"
"James W.","strsplit"
"James W.","sub"
"James W.","substr"
"James W.","warning"
"James W.","which"
"James W.","t"
"James W.","toupper"
"James W.","vector"
"James W.","dev.off"
"James W.","pdf"
"James W.","p.adjust"
"James W.","prcomp"
"James W.","legend"
"James W.","plot"
"James W.","segments"
"James W.","par"
"James W.","text"
"James W.","png"
"James W.","replayPlot"
"James W.","setMethod"
"James W.","setdiff"
"James W.","addVigs2WinMenu"
"James W.","makeGoGeneTable"
"James W.","makeVenn"
"James W.","openPage"
"James W.","publish"
"James W.","pushViewport"
"James W.","reporting.theme"
"James W.","tableFilt"
"James W.","theme"
"James W.","theme_blank"
"James W.","theme_bw"
"James W.","topTable"
"James W.","unit"
"James W.","upViewport"
"James W.","venn"
"James W.","venn4Way"
"James W.","vennCounts2"
"James W.","vennDiagram"
"James W.","vennLinks"
"James W.","vennSelect2"
"James W.","viewport"
"James W.","tmp"
"Xiwei Wu","as.data.frame"
"Xiwei Wu","cbind"
"Xiwei Wu","colnames"
"Xiwei Wu","write.table"
"Xiwei Wu","aaf.handler"
"Xiwei Wu","aafTable"
"Xiwei Wu","data.frame"
"Xiwei Wu","dim"
"Xiwei Wu","do.call"
"Xiwei Wu","rep"
"Xiwei Wu","rownames"
"Xiwei Wu","paste"
"Xiwei Wu","p.adjust"
"Xiwei Wu","as.vector"
"Xiwei Wu","aafTableAnn"
"Xiwei Wu","saveHTML"
"Xiwei Wu","lmFit"
"Xiwei Wu","permute.1"
"Xiwei Wu","SortMat"
"Xiwei Wu","print"
"Xiwei Wu","sum"
"Xiwei Wu","require"
"Xiwei Wu","strsplit"
"Xiwei Wu","unlist"
"Xiwei Wu","nrow"
"Xiwei Wu","round"
"Xiwei Wu","sqrt"
"Xiwei Wu","stop"
"Xiwei Wu","unique"
"Xiwei Wu","which"
"Xiwei Wu","exprs"
"Xiwei Wu","fitPLM"
"Xiwei Wu","HTML"
"Xiwei Wu","HTMLInsertGraph"
"Xiwei Wu","HTMLStart"
"Xiwei Wu","HTMLStop"
"Xiwei Wu","Mbox"
"Xiwei Wu","package.version"
"Xiwei Wu","pData"
"Xiwei Wu","percent.present"
"Xiwei Wu","plotAffyRNAdeg"
"Xiwei Wu","qc"
"Xiwei Wu","qc.get.alpha1"
"Xiwei Wu","ratios"
"Xiwei Wu","rma"
"Xiwei Wu","sampleNames"
"Xiwei Wu","setQCEnvironment"
"Xiwei Wu","sfs"
"Xiwei Wu","spikeInProbes"
"Xiwei Wu","summaryAffyRNAdeg"
"Xiwei Wu","dev.off"
"Xiwei Wu","png"
"Xiwei Wu","as.formula"
"Xiwei Wu","model.matrix"
"Xiwei Wu","hclust"
"Xiwei Wu","hist"
"Xiwei Wu","par"
"Xiwei Wu","image"
"Xiwei Wu","layout"
"Xiwei Wu","legend"
"Xiwei Wu","plot"
"Xiwei Wu","text"
"Xiwei Wu","find.col.index"
"K. Myriam","array"
"K. Myriam","as.integer"
"K. Myriam","c"
"K. Myriam","getExprSummary"
"K. Myriam","getIntens"
"K. Myriam","cat"
"K. Myriam","cbind"
"K. Myriam","colnames"
"K. Myriam","exp"
"K. Myriam","floor"
"K. Myriam","grep"
"K. Myriam","setGeneric"
"K. Myriam","median"
"K. Myriam","standardGeneric"
"K. Myriam","getProbeConcs"
"K. Myriam","getSDSummary"
"K. Myriam","na.replace.function"
"K. Myriam","notes"
"K. Myriam","preproc"
"K. Myriam","is.matrix"
"K. Myriam","is.na"
"K. Myriam","is.null"
"K. Myriam","length"
"K. Myriam","list"
"K. Myriam","log"
"K. Myriam","max"
"K. Myriam","message"
"K. Myriam","missing"
"K. Myriam","names"
"K. Myriam","ncol"
"K. Myriam","nrow"
"K. Myriam","paste"
"K. Myriam","print"
"K. Myriam","rep"
"K. Myriam","return"
"K. Myriam","round"
"K. Myriam","row.names"
"K. Myriam","rownames"
"K. Myriam","sapply"
"K. Myriam","seq"
"K. Myriam","sum"
"K. Myriam","unique"
"K. Myriam","unlist"
"K. Myriam","which"
"K. Myriam","new"
"K. Myriam","setMethod"
"K. Myriam","sampleNames"
"K. Myriam","mad"
"K. Myriam","legend"
"K. Myriam","lines"
"K. Myriam","plot"
"K. Myriam","text"
"K. Myriam","slotNames"
"K. Myriam","setequal"
"Ben Bolstad",".Call"
"Ben Bolstad","as.character"
"Ben Bolstad","c"
"Ben Bolstad","cat"
"Ben Bolstad","match.arg"
"Ben Bolstad","names"
"Ben Bolstad","nchar"
"Ben Bolstad","paste"
"Ben Bolstad","return"
"Ben Bolstad","is"
"Ben Bolstad","stop"
"Ben Bolstad","strsplit"
"Ben Bolstad","try"
"Ben Bolstad","check.cdf.type"
"James Wettenhall",".packages"
"James Wettenhall","capabilities"
"James Wettenhall","grep"
"James Wettenhall","write.table"
"James Wettenhall","affylmGUI"
"James Wettenhall","tclvalue"
"James Wettenhall","interactive"
"James Wettenhall","length"
"James Wettenhall","packageStartupMessage"
"James Wettenhall","paste"
"James Wettenhall","stop"
"James Wettenhall","is.na"
"James Wettenhall","p.adjust"
"James Wettenhall","tkmessageBox"
"James Wettenhall","tkbind"
"James Wettenhall","tkbutton"
"James Wettenhall","tkdestroy"
"James Wettenhall","tkfocus"
"James Wettenhall","is.null"
"James Wettenhall","missing"
"James Wettenhall","names"
"James Wettenhall","NCOL"
"James Wettenhall","order"
"James Wettenhall","rowMeans"
"James Wettenhall","rownames"
"James Wettenhall","switch"
"James Wettenhall","gsub"
"James Wettenhall","I"
"James Wettenhall","inherits"
"James Wettenhall","invisible"
"James Wettenhall","list"
"James Wettenhall","log2"
"James Wettenhall","ls"
"James Wettenhall","match"
"James Wettenhall","matrix"
"James Wettenhall","min"
"James Wettenhall","nchar"
"James Wettenhall","ncol"
"James Wettenhall","nrow"
"James Wettenhall","tkframe"
"James Wettenhall","tkgrab.release"
"James Wettenhall","tkgrab.set"
"James Wettenhall","tkgrid"
"James Wettenhall","tkgrid.configure"
"James Wettenhall","tklabel"
"James Wettenhall","tkradiobutton"
"James Wettenhall","tktoplevel"
"James Wettenhall","tkwait.window"
"James Wettenhall","tkwm.deiconify"
"James Wettenhall","tkwm.title"
"James Wettenhall","Try"
"James Wettenhall","GetPlotTitle"
"James Wettenhall","GetPValueCutoff"
"James Wettenhall","GetResidualTypeChoice"
"James Wettenhall","GetSetNames"
"James Wettenhall","GetSlideNum"
"James Wettenhall","GetSlideNums"
"James Wettenhall","GetWhichProbes"
"James Wettenhall","heatdiagram"
"James Wettenhall","HeatDiagramDialog"
"James Wettenhall","intensity"
"James Wettenhall","parse"
"James Wettenhall","print"
"James Wettenhall","rep"
"James Wettenhall","return"
"James Wettenhall","sin"
"James Wettenhall","sqrt"
"James Wettenhall","strsplit"
"James Wettenhall","substr"
"James Wettenhall","substring"
"James Wettenhall","Sys.info"
"James Wettenhall","Sys.sleep"
"James Wettenhall","tolower"
"James Wettenhall","try"
"James Wettenhall","options"
"James Wettenhall","bitmap"
"James Wettenhall","dev.off"
"James Wettenhall","abline"
"James Wettenhall","boxplot"
"James Wettenhall","hist"
"James Wettenhall","image"
"James Wettenhall","legend"
"James Wettenhall","lines"
"James Wettenhall","par"
"James Wettenhall","plot"
"James Wettenhall","plot.new"
"James Wettenhall","rect"
"James Wettenhall","text"
"James Wettenhall","bringToTop"
"James Wettenhall","gray"
"James Wettenhall","jpeg"
"James Wettenhall","pdf"
"James Wettenhall","png"
"James Wettenhall","winMenuAdd"
"James Wettenhall","winMenuAddItem"
"James Wettenhall","install.packages"
"James Wettenhall","contrib.url"
"James Wettenhall","mm"
"James Wettenhall","NormalizeNow"
"James Wettenhall","NUSE"
"James Wettenhall","plotAffyRNAdeg"
"James Wettenhall","plotDensity.AffyBatch"
"James Wettenhall","plotFunction"
"James Wettenhall","pm"
"James Wettenhall","qqt"
"James Wettenhall","Require"
"James Wettenhall","Resize"
"James Wettenhall","RLE"
"James Wettenhall","SaveGraphAsJpeg"
"James Wettenhall","SaveGraphAsPDF"
"James Wettenhall","SaveGraphAsPNG"
"James Wettenhall","SaveGraphAsPostscript"
"James Wettenhall","SetupPlotKeyBindings"
"James Wettenhall","SetupPlotMenus"
"James Wettenhall","tcl"
"James Wettenhall","TclRequire"
"James Wettenhall","tclVar"
"James Wettenhall","tkadd"
"James Wettenhall","tkconfigure"
"James Wettenhall","tkcurselection"
"James Wettenhall","tkentry"
"James Wettenhall","tkgetSaveFile"
"James Wettenhall","tkinsert"
"James Wettenhall","tklistbox"
"James Wettenhall","tkmenu"
"James Wettenhall","tkrplot"
"James Wettenhall","tkrreplot"
"James Wettenhall","tkscrollbar"
"James Wettenhall","tkselection.set"
"James Wettenhall","tkset"
"James Wettenhall","tkwidget"
"James Wettenhall","tkwinfo"
"James Wettenhall","tkwm.withdraw"
"James Wettenhall","tkxview"
"James Wettenhall","tkyview"
"James Wettenhall","UpDownOrBoth"
"James Wettenhall","vennCounts"
"James Wettenhall","pmax"
"James Wettenhall","readLines"
"James Wettenhall","reg.finalizer"
"James Wettenhall","require"
"James Wettenhall","save"
"James Wettenhall","setwd"
"James Wettenhall","sink"
"James Wettenhall","source"
"James Wettenhall","system.file"
"James Wettenhall","tempfile"
"James Wettenhall","unique"
"James Wettenhall","vector"
"James Wettenhall","writeLines"
"James Wettenhall","help"
"James Wettenhall","help.start"
"James Wettenhall","vennDiagramaffylmGUI"
"James Wettenhall","tktext"
"James Wettenhall","topTable2"
"James Wettenhall","ViewContrastsMatrixAsPairs"
"James Wettenhall","ViewContrastsMatrixInTable"
"James Wettenhall","read.table"
"James Wettenhall","title"
"James Wettenhall","postscript"
"Markus Schmidberger","assign"
"Markus Schmidberger","c"
"Markus Schmidberger","emptyenv"
"Markus Schmidberger","addVigs2WinMenu"
"Markus Schmidberger","express.summary.stat.methods"
"Markus Schmidberger","interactive"
"Markus Schmidberger","new.env"
"Markus Schmidberger","parent.frame"
"Markus Schmidberger","topenv"
"Markus Schmidberger","asinh"
"Markus Schmidberger","new"
"Markus Schmidberger","median"
"Markus Schmidberger","upDate.express.summary.stat.methods"
"Markus Schmidberger","clusterCall"
"Markus Schmidberger","intensity"
"Markus Schmidberger","isSmall"
"Markus Schmidberger","pstartHeuristic"
"Markus Schmidberger","cat"
"Markus Schmidberger","ceiling"
"Markus Schmidberger","colSums"
"Markus Schmidberger","dim"
"Markus Schmidberger","duplicated"
"Markus Schmidberger","exists"
"Markus Schmidberger","exp"
"Markus Schmidberger","factor"
"Markus Schmidberger","get"
"Markus Schmidberger","integer"
"Markus Schmidberger","is.list"
"Markus Schmidberger","is.na"
"Markus Schmidberger","is.null"
"Markus Schmidberger","length"
"Markus Schmidberger","list"
"Markus Schmidberger","log"
"Markus Schmidberger","log2"
"Markus Schmidberger","matrix"
"Markus Schmidberger","missing"
"Markus Schmidberger","names"
"Markus Schmidberger","ncol"
"Markus Schmidberger","nrow"
"Markus Schmidberger","paste"
"Markus Schmidberger","rank"
"Markus Schmidberger","rep"
"Markus Schmidberger","representation"
"Markus Schmidberger","scalingFactorTransformation"
"Markus Schmidberger","setupPara"
