"","ile","czestosc"
"mvImage",1,0
"mvPerLinesHisto",1,0
"mvPerLinesHisto_HC",1,0
"mvPerLinesHistoPerCondition",1,0
"mvPerLinesHistoPerCondition_HC",1,0
"mvrnorm",1,0
"mvTypePlot",1,0
"my.cum",1,0
"my.system",1,0
"my_hc_chart",1,0
"my_hc_ExportMenu",1,0
"myauc",1,0
"myDensity",1,0
"mydist",1,0
"myfilter",1,0
"myfilterse",1,0
"myInv",1,0
"mylabel",1,0
"myLabels",1,0
"mylapply",1,0
"myPal",1,0
"myPeaks",1,0
"mySolve",1,0
"mysplit",1,0
"MySQL",1,0
"myToLatex",1,0
"myUpdateProgress",1,0
"mz",1,0
"N.AA",1,0
"N.AB",1,0
"N.BB",1,0
"n2mfcol",1,0
"na.exclude",1,0
"na.replace.function",1,0
"na2false",1,0
"naiveBayes",1,0
"NaiveBayes",1,0
"name",1,0
"Name",1,0
"named_list",1,0
"namedList",1,0
"namesInFun",1,0
"namesToModels",1,0
"nanes.gds",1,0
"nanet.gds",1,0
"naOmit",1,0
"narrow",1,0
"nasen.gds",1,0
"naten.gds",1,0
"naToInf",1,0
"nBatch",1,0
"nbCluster",1,0
"nbinomCLLDD",1,0
"nbinomFit",1,0
"nbinomFn",1,0
"nbinomGLM",1,0
"nbinomLRT",1,0
"nbinomTest",1,0
"ncells",1,0
"NCIS.internal",1,0
"nclass.Sturges",1,0
"nClusterings",1,0
"nCpG",1,0
"nearPD",1,0
"nearPoints",1,0
"neditAt",1,0
"negativeValues",1,0
"negDistMat",1,0
"nei",1,0
"neighborhood",1,0
"networkSimulation",1,0
"new.datanode.table",1,0
"new.event.registry",1,0
"new.response",1,0
"NEW_makeOrgPackageFromNCBI",1,0
"new_Views",1,0
"newArgCheck",1,0
"newBASiCS_Chain",1,0
"newBASiCS_Data",1,0
"newCustomReport",1,0
"newFigure",1,0
"newParagraph",1,0
"newResources",1,0
"news",1,0
"newSection",1,0
"newSeqReads",1,0
"newTable",1,0
"NextMethod",1,0
"nextn",1,0
"nfields.one.line",1,0
"ngettext",1,0
"nhit",1,0
"njunc",1,0
"nlines.to.skip.and.nf",1,0
"nlm",1,0
"nloptr",1,0
"nmarkers",1,0
"NMI",1,0
"nn2",1,0
"nnet",1,0
"nnz",1,0
"nobs",1,0
"nodeMaxCols",1,0
"nodeMinCols",1,0
"nonEstimable",1,0
"nonPositiveCorrect",1,0
"NonSignificantGeneIndex",1,0
"noNuc",1,0
"normAdd",1,0
"normalFactors",1,0
"normalise",1,0
"normaliseBaits",1,0
"normaliseOtherEnds",1,0
"normalize.AffyBatch.methods",1,0
"normalize.BufferedMatrix.quantiles",1,0
"normalize.quantiles",1,0
"normalize.rle",1,0
"normalize.uq",1,0
"normalize_vsn",1,0
"normalizeBetweenSamples",1,0
"normalizeCyclicLoess",1,0
"normalizeData",1,0
"normalizeI",1,0
"normalizeII",1,0
"normalizeLoess",1,0
"normalizeMedianValues",1,0
"NormalizeNow",1,0
"normalizePeaks",1,0
"normalizePWM",1,0
"normalizeWithinArrays",1,0
"normalizeWithinSamples",1,0
"normalmixEM",1,0
"normarg_ranges",1,0
"NormMixParam",1,0
"nOrMoreInCell",1,0
"normVarNames",1,0
"not",1,0
"Npairs",1,0
"nrIterations",1,0
"nrMatch",1,0
"nrun",1,0
"Ns",1,0
"nSamples",1,0
"ntile",1,0
"ntracks",1,0
"nu",1,0
"nu.0",1,0
"nuA",1,0
"nuB",1,0
"nullFunction",1,0
"num.deriv2",1,0
"num.sv",1,0
"numberGenotypes",1,0
"numberOfChannels",1,0
"numberOfNeighbors",1,0
"NumberOfUniqueAmplicons",1,0
"numberQualsGreaterThan",1,0
"numFeatures",1,0
"numMCInstances",1,0
"numNodes",1,0
"NUSE",1,0
"oApply",1,0
"OBConversion",1,0
"OBConversion_AddOption",1,0
"OBConversion_Convert",1,0
"OBConversion_NumInputObjects",1,0
"OBConversion_Read",1,0
"OBConversion_SetInAndOutFormats",1,0
"OBConversion_SetInFormat",1,0
"OBConversion_SetOutFormat",1,0
"OBConversion_Write",1,0
"OBDescriptor_FindType",1,0
"OBDescriptor_GetStringValue",1,0
"OBDescriptor_Predict",1,0
"obErrorLog_get",1,0
"obErrorLog_set",1,0
"OBFingerprint_FindFingerprint",1,0
"OBFingerprint_GetBit",1,0
"OBFingerprint_GetFingerprint",1,0
"objdesp.gdsn",1,0
"objective",1,0
"obmol",1,0
"OBMol",1,0
"OBMol_GetExactMass",1,0
"observation_metadata",1,0
"observed",1,0
"OBSmartsPattern",1,0
"OBSmartsPattern_GetUMapList",1,0
"OBSmartsPattern_Init",1,0
"OBSmartsPattern_Match",1,0
"OBSmartsPattern_NumMatches",1,0
"obtainENAFastQDataFiles",1,0
"occupancyProfileParameters",1,0
"ocProbesets",1,0
"Offset",1,0
"OLD_makeOrgPackageFromNCBI",1,0
"onBookmark",1,0
"onBookmarked",1,0
"onclick",1,0
"oncoPrint",1,0
"OnDiskLongTable_old",1,0
"one_of",1,0
"oneDir",1,0
"oneWindowSizeScanner",1,0
"onMessage",1,0
"onRestored",1,0
"onSessionEnded",1,0
"onStop",1,0
"Ontology",1,0
"opendir",1,0
"openfn.gds",1,0
"opening",1,0
"openPDF",1,0
"openTIFF",1,0
"opposite",1,0
"OptimBkpFindCluster",1,0
"optimFunction",1,0
"optimizep",1,0
"optimNbinom",1,0
"optimNbinomHess",1,0
"options_manager",1,0
"orderSamples",1,0
"orderSNP",1,0
"orgFile",1,0
"ostreamToFile",1,0
"ostreamToString",1,0
"otherRegulatoryRegions_ENSEMBL",1,0
"our.hybrid",1,0
"ourMerge",1,0
"outcome3.full",1,0
"outcome4.full.top1",1,0
"outcome4.full.top2",1,0
"OutliersGNL",1,0
"outlyx",1,0
"outNames.cov",1,0
"outNames.cov2",1,0
"outNames.me",1,0
"output_format",1,0
"outputFile",1,0
"outputOptions",1,0
"outputRow",1,0
"outToffdf2",1,0
"ovcAngiogenic",1,0
"over",1,0
"overallPvalue",1,0
"overlap",1,0
"overlapFragWithFeatures",1,0
"p.bon",1,0
"p.boot",1,0
"p.dlm",1,0
"P_markerPlotInput",1,0
"P_scatterPlotInput",1,0
"pack",1,0
"package",1,0
"Package",1,0
"padGRanges",1,0
"padog",1,0
"page_rank",1,0
"pages",1,0
"paintCytobands",1,0
"paintObjects",1,0
"Pair2Norm",1,0
"paired",1,0
"PairNotes",1,0
"pairs",1,0
"pairs.default",1,0
"pairwise_fun",1,0
"pal",1,0
"pal_gradient",1,0
"pamr.train",1,0
"pandoc_version",1,0
"panel.barchart",1,0
"panel.barchart.errbar",1,0
"panel.bwplot",1,0
"panel.cor",1,0
"panel.ddCtErrBarchart",1,0
"panel.histogram",1,0
"panel.levelplot",1,0
"panel.number",1,0
"panel.rect",1,0
"panel.segments",1,0
"panel.smoothScatter",1,0
"panel_border",1,0
"paneViewer",1,0
"paperLen",1,0
"parallelize",1,0
"parametricDispersionFit",1,0
"paramSetToJSON",1,0
"parBatchByIndex",1,0
"pareto.fit",1,0
"pareto.loglike",1,0
"parLapplyLB",1,0
"parRapply",1,0
"parse.gateInfo",1,0
"parse.vec",1,0
"parse_factor",1,0
"parse_Rd",1,0
"parseAlignment",1,0
"parseBootCiPerc",1,0
"parseCAGEscanBlocksToGrangeTSS",1,0
"parseFile",1,0
"parseFilePaths",1,0
"parseGlossaryXML",1,0
"parseNamespaceFile",1,0
"parseQueryString",1,0
"partial_fit",1,0
"partition",1,0
"partition_yaml_front_matter",1,0
"pass.null.het.p.values",1,0
"pass.null.p.values",1,0
"password",1,0
"pasteDat",1,0
"pathCounts",1,0
"pathMaxCols",1,0
"pathMinCols",1,0
"pathSims_matrix",1,0
"pathUpdater",1,0
"pattern.op",1,0
"pause",1,0
"pblapply",1,0
"pcf",1,0
"PCOPA",1,0
"pcout",1,0
"pd",1,0
"Pd1.xs",1,0
"pD2Rd",1,0
"pdelap",1,0
"pdf_book",1,0
"Pdg.xs",1,0
"PDgivenr",1,0
"PDgivenr.Consensus",1,0
"pdim",1,0
"pe",1,0
"peakcount.chr",1,0
"peakCutoff",1,0
"peakdetection",1,0
"peaksFromParameters",1,0
"peakSummary",1,0
"percentOutput",1,0
"perm.mat",1,0
"perm.null.het.p.values",1,0
"perm.null.p.values",1,0
"permp",1,0
"permute.1",1,0
"permute.vertices",1,0
"persp",1,0
"perTargetMatrix",1,0
"pfilter.gds",1,0
"pfm2pwm",1,0
"pfunc",1,0
"pgap",1,0
"phase",1,0
"phaseNuc",1,0
"phenoDataFrame",1,0
"phenotype",1,0
"phi",1,0
"Phi",1,0
"phiA",1,0
"phiB",1,0
"phiPrimeA",1,0
"phiPrimeB",1,0
"phospho_site_info",1,0
"pi0.est",1,0
"piccardsKO",1,0
"piccardsStretch01",1,0
"pictureGrob",1,0
"pileLettersAt",1,0
"PileupFiles",1,0
"pipe",1,0
"piUpper",1,0
"pkg_ver",1,0
"pkgconfig",1,0
"pkgName",1,0
"pkgVignettes",1,0
"pksone",1,0
"plain",1,0
"plate",1,0
"plateConf",1,0
"plateList",1,0
"platformIsWindows",1,0
"PLM.designmatrix3",1,0
"plot.default",1,0
"plot.eucdf.loglog",1,0
"plot.igraph",1,0
"plot.karyogram",1,0
"plot.obj",1,0
"plot.profile",1,0
"plot.segments",1,0
"plot.simul",1,0
"plot.stackedHist",1,0
"plot.track",1,0
"plot.venn",1,0
"plot_2Genes_1GenProf",1,0
"plot_alpha2mu",1,0
"plot_amplicon",1,0
"plot_annotate_probes",1,0
"plot_annotate_region",1,0
"plot_clusgap",1,0
"plot_cond",1,0
"plot_cond_freq",1,0
"plot_cond_overlap",1,0
"plot_cor",1,0
"plot_CpG",1,0
"plot_deviations_tsne_shiny",1,0
"plot_fusion_separate",1,0
"plot_fusion_together",1,0
"plot_gene_map",1,0
"plot_heatmap",1,0
"plot_insertsize",1,0
"plot_insize_boxplot",1,0
"plot_interaction",1,0
"plot_ly",1,0
"plot_mapq",1,0
"plot_mu2sigma",1,0
"plot_N_distrib",1,0
"plot_normalization",1,0
"plot_obs2actual",1,0
"plot_ora_single",1,0
"plot_quality_per_cycle",1,0
"plot_readoccurence_cdf",1,0
"plot_scatter_samples",1,0
"plot_single",1,0
"plot_spikein_fits",1,0
"plot_strand_distrib",1,0
"plot_transcript_distrib",1,0
"plot_volcano",1,0
"plot_yields",1,0
"plotadjustment",1,0
"plotAnnoTrack",1,0
"plotAverage",1,0
"plotBeads",1,0
"plotBedpe",1,0
"plotBioMatrixBars",1,0
"plotBioMatrixBinaryData",1,0
"plotBioMatrixCategoryData",1,0
"plotBioMatrixHeatmap",1,0
"plotBioMatrixRowNames",1,0
"plotBioMatrixSampleData",1,0
"plotBivariateHistograms",1,0
"plotCells",1,0
"plotCluster",1,0
"plotClusters",1,0
"plotCNOlist",1,0
"plotCNOlistLarge",1,0
"plotCompare",1,0
"plotCOPA",1,0
"plotCountsPerSample_abs",1,0
"plotCountsPerSample_col",1,0
"plotCountsPerSample_col_insert",1,0
"plotCountsPerSample_insert",1,0
"plotCountsPerSample_plot",1,0
"plotCountsPerSample_ref",1,0
"plotCountsPerSampleRelative_col",1,0
"plotCountsPerSampleRelative_col_insert",1,0
"plotCountsPerSampleRelative_insert",1,0
"plotCountsPerSampleRelative_plot",1,0
"plotCountsPerSampleRelativeVcf_plot",1,0
"plotCountsPerSampleVcf_plot",1,0
"plotCountsPerTarget_abs",1,0
"plotCountsPerTarget_col",1,0
"plotCountsPerTarget_col_insert",1,0
"plotCountsPerTarget_insert",1,0
"plotCountsPerTarget_plot",1,0
"plotCountsPerTarget_ref",1,0
"plotCountsPerTargetRelative_col",1,0
"plotCountsPerTargetRelative_col_insert",1,0
"plotCountsPerTargetRelative_insert",1,0
"plotCountsPerTargetRelative_plot",1,0
"plotCountsPerTargetRelativeVcf_plot",1,0
"plotCountsPerTargetVcf_plot",1,0
"plotDensity",1,0
"plotDensityMat",1,0
"plotDensityMicroRna",1,0
"plotDispEsts",1,0
"plotDistFun",1,0
"PlotDx",1,0
"plotfilters",1,0
"plotFreqStat",1,0
"plotFunction",1,0
"plotGenes",1,0
"plotGeneTrack",1,0
"plotGroupZygosity",1,0
"plotHeatmapColorScale",1,0
"plothm",1,0
"PlotIndexesClust",1,0
"plotKaryogram",1,0
"plotnormmix",1,0
"plotOptimResultsPan",1,0
"plotPlate",1,0
"plotPlateArgsVerification",1,0
"plotProfile",1,0
"plotRegion",1,0
"plots",1,0
"PlotTongs",1,0
"plotTransform",1,0
"plotVenn",1,0
"plotViewport",1,0
"plotxy",1,0
"plt2fig",1,0
"pmax.int",1,0
"pmChr",1,0
"pmid",1,0
"pmidQuery",1,0
"pmin.int",1,0
"pmnorm",1,0
"pmOrMm",1,0
"pmPosition",1,0
"pmQuality",1,0
"pmSequence",1,0
"pmst",1,0
"pmt",1,0
"pod",1,0
"pointer",1,0
"points3d",1,0
"pointsOfInterest",1,0
"poisFit",1,0
"polygonGate",1,0
"polygonGrob",1,0
"polyroot",1,0
"polyX_size",1,0
"popANOPHELESDB",1,0
"popARABIDOPSISCHIPDB",1,0
"popARABIDOPSISDB",1,0
"popBOVINECHIPDB",1,0
"popBOVINEDB",1,0
"popCANINECHIPDB",1,0
"popCANINEDB",1,0
"popCHICKENCHIPDB",1,0
"popCHICKENDB",1,0
"popCHIMPDB",1,0
"popECOLICHIPDB",1,0
"popECOLIDB",1,0
"popFLYCHIPDB",1,0
"popFLYDB",1,0
"popHUMANCHIPDB",1,0
"popHUMANDB",1,0
"popMALARIADB",1,0
"popMOUSECHIPDB",1,0
"popMOUSEDB",1,0
"popPIGCHIPDB",1,0
"popPIGDB",1,0
"popRATCHIPDB",1,0
"popRATDB",1,0
"popRHESUSCHIPDB",1,0
"popRHESUSDB",1,0
"popState",1,0
"popWORMCHIPDB",1,0
"popWORMDB",1,0
"popXENOPUSCHIPDB",1,0
"popXENOPUSDB",1,0
"popYEASTCHIPDB",1,0
"popYEASTDB",1,0
"popZEBRAFISHCHIPDB",1,0
"popZEBRAFISHDB",1,0
"port",1,0
"pos2chr",1,0
"pos2fastq",1,0
"pos2Nhits",1,0
"Position",1,0
"positionsReadCSV",1,0
"possibleBinNumbers",1,0
"postgresqlWriteTable",1,0
"postsegnormalize",1,0
"poverlapWidth",1,0
"pp_plot",1,0
"ppareto",1,0
"ppfun",1,0
"ppoibin",1,0
"pprob.uniform",1,0
"pre",1,0
"preAFold",1,0
"precede",1,0
"preClustGrp",1,0
"PredActScore",1,0
"predict_combos",1,0
"predictLoess",1,0
"predictPFAM",1,0
"preloader",1,0
"prep",1,0
"prep.dex.set",1,0
"prep.map.data",1,0
"prep4sim",1,0
"prepare.output.daglad",1,0
"prepare_ctd_gene",1,0
"prepare_data",1,0
"prepare_KEGG",1,0
"prepareDataFromNCBI",1,0
"prepareGenomePlot",1,0
"PreparingTheIndexes",1,0
"prepDataContainer",1,0
"prepDataForQC",1,0
"preprocess_data",1,0
"preprocessing",1,0
"preproPara",1,0
"pretty.choose",1,0
"pretty_ticks",1,0
"prettyTime",1,0
"primaryCluster",1,0
"primaryClusterIndex",1,0
"principal.curve",1,0
"print.dist",1,0
"print.fitval",1,0
"print.memory.usage",1,0
"print.warnings",1,0
"printEpimutStats",1,0
"printf",1,0
"printGraph",1,0
"printHead",1,0
"printLine",1,0
"printNetwork",1,0
"printTextProtocol",1,0
"priorityFn",1,0
"priorr",1,0
"priorVar",1,0
"prob3.full",1,0
"prob4.full.top1",1,0
"prob4.full.top2",1,0
"probeInRange",1,0
"probes",1,0
"probeset2list",1,0
"probeSetIDs",1,0
"probesetToTranscript",1,0
"probeTypes",1,0
"probgain",1,0
"probloss",1,0
"probnorm",1,0
"probz",1,0
"procBam",1,0
"procChr",1,0
"process.reference.genome",1,0
"process.response",1,0
"process_min_abundance_min_samples",1,0
"processAndLoad",1,0
"processByChromosome",1,0
"processIds",1,0
"processUserData",1,0
"procGenome",1,0
"procrustes",1,0
"profiles",1,0
"progressionLabs",1,0
"project",1,0
"promise.genestat",1,0
"PROMISE2",1,0
"prop.na",1,0
"prop.table",1,0
"prop.test",1,0
"prop_OB",1,0
"properCut",1,0
"propGain.na",1,0
"propLoss.na",1,0
"protect.P",1,0
"protectMetachar",1,0
"proteomicsExprsData",1,0
"PruneNet",1,0
"psignrank",1,0
"pskellam",1,0
"pskellam.sp",1,0
"psn",1,0
"psParams",1,0
"pst",1,0
"pstartHeuristic",1,0
"psub.def",1,0
"pSum",1,0
"pt2usr",1,0
"publish",1,0
"pull",1,0
"pullOutContent",1,0
"purity",1,0
"pushMetadata",1,0
"pushResources",1,0
"pushState",1,0
"put.attr.gdsn",1,0
"putparenthesis",1,0
"pv.attname",1,0
"pv.consensus",1,0
"pv.csv",1,0
"pv.DBAreport",1,0
"pv.do_peaks2bed",1,0
"pv.gc",1,0
"pv.list",1,0
"pv.listadd",1,0
"pv.macs",1,0
"pv.matchingSamples",1,0
"pv.model",1,0
"pv.morethanone",1,0
"pv.namestrings",1,0
"pv.normFactors",1,0
"pv.normTMM",1,0
"pv.overlap",1,0
"pv.peaks2DataType",1,0
"pv.peakset",1,0
"pv.peaksort",1,0
"pv.readbed",1,0
"pv.removeComp",1,0
"pv.resultsDBA",1,0
"pv.save",1,0
"pv.setMask",1,0
"pv.setScore",1,0
"pv.sicer",1,0
"pv.Signal2Noise",1,0
"pv.sort",1,0
"pv.swembl",1,0
"pv.tpic",1,0
"pv.vectors",1,0
"pv.version",1,0
"pv.whichCalled",1,0
"pv.whichPeaksets",1,0
"pv.whichSites",1,0
"pv.writePeakset",1,0
"pval",1,0
"pvals",1,0
"pValue",1,0
"PValue",1,0
"pvalueAdjustment",1,0
"pValues",1,0
"pvclust.merge",1,0
"pvclust_new",1,0
"pvec",1,0
"pwilcox",1,0
"pwm",1,0
"pwmDivergence",1,0
"PWMscoreStartingAt",1,0
"pwmsDistanceMatrix",1,0
"pwod.gdsn",1,0
"py_to_r",1,0
"qassert",1,0
"qbinom",1,0
"qc.entropy",1,0
"qc.sos",1,0
"qc.spikiness",1,0
"qc_filter",1,0
"QCannotation",1,0
"qcdata",1,0
"QCdata",1,0
"QCfilter",1,0
"QCmethylated",1,0
"QCrownames",1,0
"QCunmethylated",1,0
"qexp",1,0
"qksone",1,0
"QMbyPlate",1,0
"qn.gdsn",1,0
"qpareto",1,0
"qpDotPlots",1,0
"qpHexbin",1,0
"qpImage",1,0
"qpMAPlots",1,0
"qpois",1,0
"qpS2N",1,0
"qq",1,0
"qq_plot",1,0
"qqline",1,0
"qqt",1,0
"qr.coef",1,0
"qr.fitted",1,0
"qr.resid",1,0
"qsn",1,0
"qtotalNormalized",1,0
"qualBoxplot",1,0
"quality2HTML",1,0
"qualityFun",1,0
"quantiles",1,0
"quantsmooth",1,0
"quasipoisson",1,0
"query",1,0
"query_combos_average",1,0
"query_drugs",1,0
"queryBioassayDB",1,0
"queryLength",1,0
"queryProcessorFunction",1,0
"queryRanges",1,0
"querySeqs",1,0
"quick_unlist",1,0
"quick_unsplit",1,0
"quit",1,0
"qunif",1,0
"qval",1,0
"qvalue.cal",1,0
"qvalue.rank",1,0
"r2cdt",1,0
"r2gtr",1,0
"r2xcluster",1,0
"ragfil",1,0
"RAM.or.ff",1,0
"rand_color",1,0
"randomDiana2means",1,0
"randomDisjointRanges",1,0
"randomForest",1,0
"randomize_ldef_complete",1,0
"randstr",1,0
"range01",1,0
"RangedData",1,0
"rankedBarPlot",1,0
"rankinvariant",1,0
"rankMatrix",1,0
"rapache.app.from.registry",1,0
"ratio",1,0
"ratio.n",1,0
"ratio.s",1,0
"ratio.s.n",1,0
"ratio2use",1,0
"RatioMatrix",1,0
"ratiosMean",1,0
"Rattribnames",1,0
"raw",1,0
"rawreplace",1,0
"rbind.fill",1,0
"rbind_pages",1,0
"rbokehOutput",1,0
"rc",1,0
"Rcheck",1,0
"rcmax",1,0
"Rd2ex",1,0
"rdist",1,0
"rds",1,0
"rdsb",1,0
"rdsg",1,0
"RdTags",1,0
"reactiveAddPlot",1,0
"reactiveAdjacencyMatrix",1,0
"reactiveClosestTable",1,0
"reactiveHistoryTable",1,0
"reactiveHistPlot",1,0
"reactiveLabPlot",1,0
"reactiveMetricTable",1,0
"reactiveNavPlot",1,0
"read.affybatch",1,0
"read.agiMicroRna",1,0
"read.AlignedRead",1,0
"read.alignment",1,0
"read.AnnotatedDataFrame",1,0
"read.BAM",1,0
"read.BED",1,0
"read.binding.site.list",1,0
"read.bsmoothDirRaw",1,0
"read.celfile",1,0
"read.celfile.probeintensity.matrices",1,0
"read.data.list",1,0
"read.file.mydata",1,0
"read.gatingML",1,0
"read.gdsn",1,0
"read.graph",1,0
"read.imagene",1,0
"read.maimages",1,0
"read.MCS",1,0
"read.metharray.exp",1,0
"read.MIAME",1,0
"read.SDFset",1,0
"read.SDFstr",1,0
"read.spikein",1,0
"read.Spot",1,0
"read.umtab.chr",1,0
"read.umtab2.chr",1,0
"read.xlsx",1,0
"read.xysfiles2",1,0
"read_abatch",1,0
"read_abatch_stddev",1,0
"read_chrom_size",1,0
"read_geneset",1,0
"read_hdf5_biom",1,0
"read_ldef",1,0
"read_mappa",1,0
"read_REPOSITORY",1,0
"readAAStringSet",1,0
"readBamAsBed",1,0
"readBedFile",1,0
"readBlueFuseHeader",1,0
"readBStringSet",1,0
"readCelHeader",1,0
"readCitationFile",1,0
"readDerivedDataMatrixFile",1,0
"readex.gdsn",1,0
"readExperimentData",1,0
"readFasta",1,0
"readFeatures",1,0
"readGAlignAlpine",1,0
"readGeneExp",1,0
"readGPRHeader",1,0
"readIds",1,0
"readImage",1,0
"readIntensities",1,0
"ReadLane2",1,0
"readLocsFile",1,0
"readMetaData",1,0
"readNonStandardFastaFile",1,0
"readPackageInfo",1,0
"readParam",1,0
"readPeakFile",1,0
"readPhenoData",1,0
"readRawData",1,0
"readRNAStringSet",1,0
"readSample",1,0
"readSDRF",1,0
"readSequence",1,0
"readSMDHeader",1,0
"readSpot",1,0
"readTIFF",1,0
"readVcf",1,0
"readWBI",1,0
"readWString",1,0
"readWVT",1,0
"readXml",1,0
"ready",1,0
"rearrange_output",1,0
"rebuildAnnoData.internal",1,0
"reCenterPeaks",1,0
"recipeName",1,0
"reciprocal",1,0
"recode.geno",1,0
"recommendBiocViews",1,0
"reconcileFeatures",1,0
"reconcileFeatures.SimulatedExperiment",1,0
"recordAlignedProperties",1,0
"recordMaxCooks",1,0
"recordPlot",1,0
"recordStatus",1,0
"recurrence",1,0
"recycle.how.many.columns",1,0
"redoLayout",1,0
"redraw",1,0
"reducedDim",1,0
"reduceDimension.do",1,0
"reduceDimension.method",1,0
"reduceFuzzy",1,0
"reduceIt",1,0
"ref",1,0
"referenceGenome",1,0
"refGenes_UCSC",1,0
"refineMixes",1,0
"refineRegion",1,0
"refitWithoutOutliers",1,0
"reformat_hmm_codes",1,0
"reformCoordinates",1,0
"refpkgContents",1,0
"reftype_to_filename",1,0
"reg.line",1,0
"reg_data",1,0
"Region",1,0
"regionfinder",1,0
"regionFinder",1,0
"RegionList",1,0
"regions2Coordinates",1,0
"register",1,0
"registerExpStepCompleted",1,0
"registerExpStepFailure",1,0
"registerExpStepStarted",1,0
"registerExpStepWarning",1,0
"registerRunStepFailure",1,0
"regulationBiomart_ENSEMBL",1,0
"regulatorInfluence",1,0
"regulators",1,0
"regulatoryEvidenceBiomart_ENSEMBL",1,0
"regulatoryFeaturesBiomart_ENSEMBL",1,0
"regulatorySegmentsBiomart_ENSEMBL",1,0
"reheight",1,0
"relabeling",1,0
"releaseName",1,0
"reload",1,0
"remap",1,0
"remapHits",1,0
"remove.hgu133a.xhyb",1,0
"remove.old.files",1,0
"remove_gc_effect",1,0
"remove_nonoverlap",1,0
"removeBatchEffect",1,0
"removebfc",1,0
"removeBookmark",1,0
"removeClusterings",1,0
"removeCols",1,0
"removeEdge",1,0
"removeExt",1,0
"removeLeading0",1,0
"removeMiss",1,0
"removeMiss.vars",1,0
"removeNode",1,0
"removeOrKeepCols",1,0
"removeOrKeepRows",1,0
"removePeptides",1,0
"removeResults",1,0
"removeSpecialCharacters",1,0
"removeWhiteSpace",1,0
"RemSigGenes",1,0
"rename.largest.cluster",1,0
"renameModelMatrixColumns",1,0
"renameSeqlevels.allowNAs",1,0
"render_latex",1,0
"renderD3heatmap",1,0
"renderRbokeh",1,0
"reorderSingleBatch",1,0
"repeatMasker_UCSC",1,0
"repFpkm",1,0
"repFpkmMatrix",1,0
"replaceAt",1,0
"replaceData",1,0
"replaceNames",1,0
"replaceOutliers",1,0
"ReplaceOutliersByMAD",1,0
"replaceSpaces",1,0
"replaceVectorByEquality",1,0
"replaceWrongValues",1,0
"replayPlot",1,0
"repli.matrix.both",1,0
"replicateCorrelations",1,0
"replicates",1,0
"reportChromosomeGainLossLOH",1,0
"reportChromosomesSmoothCopyNumber",1,0
"reporting.theme",1,0
"reportMatch",1,0
"reportModule",1,0
"reportSamplesSmoothCopyNumber",1,0
"reportTable",1,0
"Require",1,0
"resample",1,0
"rescale",1,0
"rescaling",1,0
"resdat_get",1,0
"resdat_set",1,0
"reset",1,0
"Residue_get",1,0
"Residue_set",1,0
"Resize",1,0
"ResNo_get",1,0
"ResNo_set",1,0
"resort_base",1,0
"resources",1,0
"result.table",1,0
"resultProcessor",1,0
"resultsDChIPRep",1,0
"retention_time",1,0
"retrieveInvolvedGenes",1,0
"retrievePeaks",1,0
"return_metaplot",1,0
"return_plot",1,0
"revCompPwm",1,0
"revDDHFinput",1,0
"reverse",1,0
"reverseAlignmentVector",1,0
"Rfilter",1,0
"RG2polar",1,0
"rgb.palette",1,0
"rgbImage",1,0
"rgcolorsfunc",1,0
"rgl.bg",1,0
"rgl.open",1,0
"rgl.postscript",1,0
"rgl.texts",1,0
"rglplot",1,0
"ri",1,0
"Rkeyname",1,0
"RLE",1,0
"RleArray",1,0
"RleArraySeed",1,0
"RleList2matrix",1,0
"RleMicroRna",1,0
"Rlength",1,0
"RleSumProd",1,0
"rm.na",1,0
"rm.vars",1,0
"rmDepCols",1,0
"rmdup",1,0
"rmDups",1,0
"rmse",1,0
"rmsn",1,0
"rMultinom",1,0
"robustMethodOfMomentsDisp",1,0
"roorientBAITtables",1,0
"roughDispEstimate",1,0
"roundDf",1,0
"row.summary",1,0
"row_number",1,0
"row_order",1,0
"row_sds",1,0
"rowCor",1,0
"rowCors",1,0
"rowids",1,0
"rowids2rowidx",1,0
"rowMAD",1,0
"rowMads",1,0
"rowmask",1,0
"rowMin",1,0
"RowMode",1,0
"rowQuar",1,0
"rowTtest",1,0
"rowttests",1,0
"rowWeightedVars",1,0
"rp.button",1,0
"rp.checkbox",1,0
"rp.combo",1,0
"rp.control",1,0
"rp.textentry",1,0
"rpareto",1,0
"rpart",1,0
"rpc.serialize",1,0
"rpc.serialize.S4Object",1,0
"RS",1,0
"rsn",1,0
"rsProcessor",1,0
"rstandard",1,0
"rstudent",1,0
"RSWIG_createNewRef",1,0
"Rtablename",1,0
"Rug",1,0
"run",1,0
"Run.GSEA",1,0
"run_cmds",1,0
"run_sim",1,0
"runassignGFRN",1,0
"runBayes",1,0
"RunBhcWrapper",1,0
"runBurnin",1,0
"runComparison",1,0
"runDensity",1,0
"runDNAcopy",1,0
"runFunction",1,0
"runGadget",1,0
"runGLAD",1,0
"runHomHMM",1,0
"runMcmc",1,0
"runmean",1,0
"runner",1,0
"runNormalisation",1,0
"runPeaks",1,0
"runquantile",1,0
"runRecipes",1,0
"runSam",1,0
"runSubnet",1,0
"runTest",1,0
"runTestSuite",1,0
"S_heatmapPlotInput",1,0
"S_rateChangePlotInput",1,0
"s1.assoc",1,0
"s2c",1,0
"safeExplode",1,0
"sage.test",1,0
"sam.d.alpha",1,0
