"","funkcja","czestosc","kategoria"
"892","qt",0.01,"A"
"893","rawToChar",0.01,"A"
"894","rbeta",0.01,"A"
"895","rbindlist",0.01,"A"
"896","rdirichlet",0.01,"A"
"897","Re",0.01,"A"
"898","read.celfile.header",0.01,"A"
"899","read.dcf",0.01,"A"
"900","readBin",0.01,"A"
"901","rectGrob",0.01,"A"
"902","regexec",0.01,"A"
"903","remove",0.01,"A"
"904","rename",0.01,"A"
"905","reshape",0.01,"A"
"906","resid",0.01,"A"
"907","restrict",0.01,"A"
"908","revmap",0.01,"A"
"909","rma",0.01,"A"
"910","rmultinom",0.01,"A"
"911","rownames_to_column",0.01,"A"
"912","scale_fill_brewer",0.01,"A"
"913","scale_x_log10",0.01,"A"
"914","scale_y_log10",0.01,"A"
"915","scale_y_reverse",0.01,"A"
"916","scale01",0.01,"A"
"917","scanBamWhat",0.01,"A"
"918","seek",0.01,"A"
"919","segmentsGrob",0.01,"A"
"920","select_",0.01,"A"
"921","sessionInfo",0.01,"A"
"922","setkeyv",0.01,"A"
"923","sfExport",0.01,"A"
"924","sfInit",0.01,"A"
"925","sfLibrary",0.01,"A"
"926","sfStop",0.01,"A"
"927","shell",0.01,"A"
"928","sidebarLayout",0.01,"A"
"929","sort.list",0.01,"A"
"930","splitAsList",0.01,"A"
"931","splitIndicesByLength",0.01,"A"
"932","spread",0.01,"A"
"933","startsWith",0.01,"A"
"934","str_sub",0.01,"A"
"935","strata",0.01,"A"
"936","strong",0.01,"A"
"937","strptime",0.01,"A"
"938","style",0.01,"A"
"939","suppressPackageStartupMessages",0.01,"A"
"940","survdiff",0.01,"A"
"941","svm",0.01,"A"
"942","Sys.which",0.01,"A"
"943","system2",0.01,"A"
"944","tbl_df",0.01,"A"
"945","terrain.colors",0.01,"A"
"946","tiff",0.01,"A"
"947","tkbutton",0.01,"A"
"948","tkcurselection",0.01,"A"
"949","tkdestroy",0.01,"A"
"950","tkframe",0.01,"A"
"951","tkradiobutton",0.01,"A"
"952","tkwait.window",0.01,"A"
"953","topo.colors",0.01,"A"
"954","tracks",0.01,"A"
"955","transcriptsBy",0.01,"A"
"956","unlockBinding",0.01,"A"
"957","unmasked",0.01,"A"
"958","untar",0.01,"A"
"959","url.exists",0.01,"A"
"960","validMsg",0.01,"A"
"961","varLabels",0.01,"A"
"962","vcountPattern",0.01,"A"
"963","vennCounts",0.01,"A"
"964","vennDiagram",0.01,"A"
"965","withCallingHandlers",0.01,"A"
"966","write.xlsx",0.01,"A"
"967","xmlGetAttr",0.01,"A"
"968","xmlParse",0.01,"A"
"969","xmlRoot",0.01,"A"
"970","xmlValue",0.01,"A"
"971","xpathApply",0.01,"A"
"972","zip",0.01,"A"
"973",".packages",0.01,"A"
"974","addRMessageHandler",0.01,"A"
"975","adist",0.01,"A"
"976","aes_",0.01,"A"
"977","aheatmap",0.01,"A"
"978","align",0.01,"A"
"979","AnnotationTrack",0.01,"A"
"980","anova",0.01,"A"
"981","as.graphicsAnnot",0.01,"A"
"982","as.POSIXct",0.01,"A"
"983","as.raw",0.01,"A"
"984","as_data_frame",0.01,"A"
"985","asinh",0.01,"A"
"986","assayData",0.01,"A"
"987","assayDataDims",0.01,"A"
"988","assayDataNew",0.01,"A"
"989","assert_that",0.01,"A"
"990","attach.big.matrix",0.01,"A"
"991","bfcnew",0.01,"A"
"992","bfcpath",0.01,"A"
"993","bfcquery",0.01,"A"
"994","binom.test",0.01,"A"
"995","BiocFileCache",0.01,"A"
"996","biocLite",0.01,"A"
"997","boxplot.stats",0.01,"A"
"998","bpmapply",0.01,"A"
"999","bpparam",0.01,"A"
"1000","bpstart",0.01,"A"
"1001","bpworkers",0.01,"A"
"1002","browserResponseReady",0.01,"A"
"1003","BStringSet",0.01,"A"
"1004","by",0.01,"A"
"1005","calls",0.01,"A"
"1006","callSuper",0.01,"A"
"1007","cdf",0.01,"A"
"1008","channelNames",0.01,"A"
"1009","charToRaw",0.01,"A"
"1010","checkboxGroupInput",0.01,"A"
"1011","cleancdfname",0.01,"A"
"1012","closePage",0.01,"A"
"1013","clusterApply",0.01,"A"
"1014","CNOlist",0.01,"A"
"1015","colFunc",0.01,"A"
"1016","colMaxs",0.01,"A"
"1017","colMins",0.01,"A"
"1018","compareVersion",0.01,"A"
"1019","consensusMatrix",0.01,"A"
"1020","contrast",0.01,"A"
"1021","contrib.url",0.01,"A"
"1022","convolve",0.01,"A"
"1023","coord_cartesian",0.01,"A"
"1024","copyEnv",0.01,"A"
"1025","count.fields",0.01,"A"
"1026","cov2cor",0.01,"A"
"1027","coverage",0.01,"A"
"1028","create_filename",0.01,"A"
"1029","datatable",0.01,"A"
"1030","dataTableOutput",0.01,"A"
"1031","DataTrack",0.01,"A"
"1032","dataViewport",0.01,"A"
"1033","dbClearResult",0.01,"A"
"1034","dbDriver",0.01,"A"
"1035","dbeta",0.01,"A"
"1036","dbfile",0.01,"A"
"1037","dbSendQuery",0.01,"A"
"1038","decode",0.01,"A"
"1039","dendrapply",0.01,"A"
"1040","dev.copy",0.01,"A"
"1041","dev.copy2pdf",0.01,"A"
"1042","dev.flush",0.01,"A"
"1043","deviance",0.01,"A"
"1044","dfbetas",0.01,"A"
"1045","dgamma",0.01,"A"
"1046","DGEList",0.01,"A"
"1047","difftime",0.01,"A"
"1048","directory",0.01,"A"
"1049","discretize",0.01,"A"
"1050","do",0.01,"A"
"1051","dQuote",0.01,"A"
"1052","drop",0.01,"A"
"1053","droplevels",0.01,"A"
"1054","dzinbinom",0.01,"A"
"1055","eapply",0.01,"A"
"1056","edgeData",0.01,"A"
"1057","edgeNames",0.01,"A"
"1058","editGrob",0.01,"A"
"1059","enc2utf8",0.01,"A"
"1060","encoding",0.01,"A"
"1061","entropy",0.01,"A"
"1062","environmentIsLocked",0.01,"A"
"1063","estimateDispersions",0.01,"A"
"1064","explodeCigarOps",0.01,"A"
"1065","export",0.01,"A"
"1066","export.bed",0.01,"A"
"1067","export.ucsc",0.01,"A"
"1068","express.summary.stat.methods",0.01,"A"
"1069","f0",0.01,"A"
"1070","fdr",0.01,"A"
"1071","fft",0.01,"A"
"1072","field",0.01,"A"
"1073","figure",0.01,"A"
"1074","file.access",0.01,"A"
"1075","file.create",0.01,"A"
"1076","file_path_sans_ext",0.01,"A"
"1077","file_test",0.01,"A"
"1078","filebacked.big.matrix",0.01,"A"
"1079","Filter",0.01,"A"
"1080","filterBam",0.01,"A"
"1081","filterData",0.01,"A"
"1082","findNONC",0.01,"A"
"1083","finish",0.01,"A"
"1084","fitPLM",0.01,"A"
"1085","fiveUTRsByTranscript",0.01,"A"
"1086","flowFrame",0.01,"A"
"1087","flowPeaks",0.01,"A"
"1088","force",0.01,"A"
"1089","formatC",0.01,"A"
"1090","g",0.01,"A"
"1091","genefilter",0.01,"A"
"1092","GeneRegionTrack",0.01,"A"
"1093","GeneSet",0.01,"A"
"1094","GeneSetCollection",0.01,"A"
"1095","genome",0.01,"A"
"1096","genomeBuild",0.01,"A"
"1097","geom_density",0.01,"A"
"1098","geom_raster",0.01,"A"
"1099","geom_ribbon",0.01,"A"
"1100","geom_smooth",0.01,"A"
"1101","geom_text_repel",0.01,"A"
"1102","geom_violin",0.01,"A"
"1103","get.adjacency",0.01,"A"
"1104","get.all.sector.index",0.01,"A"
"1105","get.cell.meta.data",0.01,"A"
"1106","get.vertex.attribute",0.01,"A"
"1107","getAnnMap",0.01,"A"
"1108","getAnnotation",0.01,"A"
"1109","getBM",0.01,"A"
"1110","getBrowserResponse",0.01,"A"
"1111","getCells",0.01,"A"
"1112","getClassDef",0.01,"A"
"1113","getDistinctColors",0.01,"A"
"1114","getFromNamespace",0.01,"A"
"1115","getGene",0.01,"A"
"1116","getGeneric",0.01,"A"
"1117","getNames",0.01,"A"
"1118","getNodeSet",0.01,"A"
"1119","getParameters",0.01,"A"
"1120","getPeaks",0.01,"A"
"1121","getSegments",0.01,"A"
"1122","gettextf",0.01,"A"
"1123","getVarianceStabilizedData",0.01,"A"
"1124","ggplotGrob",0.01,"A"
"1125","glmFit",0.01,"A"
"1126","globalenv",0.01,"A"
"1127","graphRenderInfo",0.01,"A"
"1128","grglist",0.01,"A"
"1129","grid",0.01,"A"
"1130","grid.pretty",0.01,"A"
"1131","grobHeight",0.01,"A"
"1132","gzfile",0.01,"A"
"1133","h4",0.01,"A"
"1134","hasArg",0.01,"A"
"1135","helpText",0.01,"A"
"1136","hmakeTag",0.01,"A"
"1137","hsv",0.01,"A"
"1138","htmlParse",0.01,"A"
"1139","hue_pal",0.01,"A"
"1140","hwrite",0.01,"A"
"1141","igraph.from.graphNEL",0.01,"A"
"1142","igraph.to.graphNEL",0.01,"A"
"1143","image.plot",0.01,"A"
"1144","imageOutput",0.01,"A"
"1145","impute.knn",0.01,"A"
"1146","incProgress",0.01,"A"
"1147","indexProbes",0.01,"A"
"1148","induced.subgraph",0.01,"A"
"1149","inner_join",0.01,"A"
"1150","input",0.01,"A"
"1151","inv.cdf",0.01,"A"
"1152","invokeRestart",0.01,"A"
"1153","is.array",0.01,"A"
"1154","is.data.table",0.01,"A"
"1155","is.directed",0.01,"A"
"1156","is.double",0.01,"A"
"1157","isCircular",0.01,"A"
"1158","isSingleString",0.01,"A"
"1159","isSpike",0.01,"A"
"1160","isValidVersion",0.01,"A"
"1161","italic",0.01,"A"
"1162","iter",0.01,"A"
"1163","J",0.01,"A"
"1164","keytypes",0.01,"A"
"1165","knit",0.01,"A"
"1166","label",0.01,"A"
"1167","labels",0.01,"A"
"1168","layoutGraph",0.01,"A"
"1169","lengths",0.01,"A"
"1170","letterFrequency",0.01,"A"
"1171","letterFrequencyInSlidingView",0.01,"A"
"1172","liftOver",0.01,"A"
"1173","list2env",0.01,"A"
"1174","listAttributes",0.01,"A"
"1175","listDatasets",0.01,"A"
"1176","listMarts",0.01,"A"
"1177","locfunc",0.01,"A"
"1178","lockEnvironment",0.01,"A"
"1179","loess.control",0.01,"A"
"1180","loessFit",0.01,"A"
"1181","maDotsMatch",0.01,"A"
"1182","maGnames",0.01,"A"
"1183","maInfo",0.01,"A"
"1184","makeBrush",0.01,"A"
"1185","makeExampleDESeqDataSet",0.01,"A"
"1186","maM",0.01,"A"
"1187","map",0.01,"A"
"1188","mappedkeys",0.01,"A"
"1189","mapSeqlevels",0.01,"A"
"1190","maRb",0.01,"A"
"1191","maRf",0.01,"A"
"1192","martBM",0.01,"A"
"1193","martDataset",0.01,"A"
"1194","match.fun",0.01,"A"
"1195","matches",0.01,"A"
"1196","math_format",0.01,"A"
"1197","mcmapply",0.01,"A"
"1198","methReads",0.01,"A"
"1199","mixedorder",0.01,"A"
"1200","model2sif",0.01,"A"
"1201","n2mfrow",0.01,"A"
"1202","nbinomTestForMatrices",0.01,"A"
"1203","nbinomWaldTest",0.01,"A"
"1204","nearest",0.01,"A"
"1205","newCountDataSet",0.01,"A"
"1206","nlminb",0.01,"A"
"1207","nodeRenderInfo",0.01,"A"
"1208","normalize.quantiles.use.target",0.01,"A"
"1209","normalizeBetweenArrays",0.01,"A"
"1210","normalizeQuantiles",0.01,"A"
"1211","norMix",0.01,"A"
"1212","ns",0.01,"A"
"1213","numEdges",0.01,"A"
"1214","object.size",0.01,"A"
"1215","ocLapply",0.01,"A"
"1216","ocSamples",0.01,"A"
"1217","offset",0.01,"A"
"1218","ontology",0.01,"A"
"1219","openPage",0.01,"A"
"1220","optimise",0.01,"A"
"1221","p",0.01,"A"
"1222","panel.grid",0.01,"A"
"1223","panel.xyplot",0.01,"A"
"1224","parameters",0.01,"A"
"1225","params",0.01,"A"
"1226","parApply",0.01,"A"
"1227","parent.env",0.01,"A"
"1228","parLapply",0.01,"A"
"1229","PartitioningByWidth",0.01,"A"
"1230","pathview",0.01,"A"
"1231","pca",0.01,"A"
"1232","PCA",0.01,"A"
"1233","PDict",0.01,"A"
"1234","plot_grid",0.01,"A"
"1235","plot_pca",0.01,"A"
"1236","plotDensity.AffyBatch",0.01,"A"
"1237","plotHeatmap",0.01,"A"
"1238","plotHistogram",0.01,"A"
"1239","plotIdeogram",0.01,"A"
"1240","plotlyOutput",0.01,"A"
"1241","plotMA",0.01,"A"
"1242","plotSmoothed",0.01,"A"
"1243","pmcorrect.methods",0.01,"A"
"1244","pointsGrob",0.01,"A"
"1245","poisson",0.01,"A"
"1246","position_jitterdodge",0.01,"A"
"1247","ppoints",0.01,"A"
"1248","prefix",0.01,"A"
"1249","prepare",0.01,"A"
"1250","preplot",0.01,"A"
"1251","preprocess",0.01,"A"
"1252","progress",0.01,"A"
"1253","providerVersion",0.01,"A"
"1254","pubMedIds",0.01,"A"
"1255","punion",0.01,"A"
"1256","purl",0.01,"A"
"1257","pzinbinom",0.01,"A"
"1258","qc.get.alpha1",0.01,"A"
"1259","qgamma",0.01,"A"
"1260","qnbinom",0.01,"A"
"1261","qnorMix",0.01,"A"
"1262","qqplot",0.01,"A"
"1263","qr.Q",0.01,"A"
"1264","qr.R",0.01,"A"
"1265","quality",0.01,"A"
"1266","quantileNormalize",0.01,"A"
"1267","qwidth",0.01,"A"
"1268","R.home",0.01,"A"
"1269","R2cum",0.01,"A"
"1270","radioButtons",0.01,"A"
"1271","rbind2",0.01,"A"
"1272","rchisq",0.01,"A"
"1273","read_tsv",0.01,"A"
"1274","ReadAffy",0.01,"A"
"1275","readFastq",0.01,"A"
"1276","readGAlignmentPairs",0.01,"A"
"1277","readHeader",0.01,"A"
"1278","readUTF8",0.01,"A"
"1279","Recall",0.01,"A"
"1280","registerDoSEQ",0.01,"A"
"1281","rel",0.01,"A"
"1282","relevel",0.01,"A"
"1283","removeNAs",0.01,"A"
"1284","removeSelfLoops",0.01,"A"
"1285","render",0.01,"A"
"1286","renderGraph",0.01,"A"
"1287","renderImage",0.01,"A"
"1288","renderPlotly",0.01,"A"
"1289","renderTable",0.01,"A"
"1290","rep_len",0.01,"A"
"1291","residuals",0.01,"A"
"1292","resultsNames",0.01,"A"
"1293","revalue",0.01,"A"
"1294","revComp",0.01,"A"
"1295","reverseSplit",0.01,"A"
"1296","rexp",0.01,"A"
"1297","rf",0.01,"A"
"1298","rgb2hsv",0.01,"A"
"1299","Rkeys",0.01,"A"
"1300","RleList",0.01,"A"
"1301","rlog",0.01,"A"
"1302","rmvnorm",0.01,"A"
"1303","RNAStringSet",0.01,"A"
"1304","roll_mean",0.01,"A"
"1305","roll_sum",0.01,"A"
"1306","rowMax",0.01,"A"
"1307","rs",0.01,"A"
"1308","rt",0.01,"A"
"1309","sample.int",0.01,"A"
"1310","samples",0.01,"A"
"1311","SamSPECTRAL",0.01,"A"
"1312","saveHTML",0.01,"A"
"1313","savePlot",0.01,"A"
"1314","scale_alpha",0.01,"A"
"1315","scale_color_hue",0.01,"A"
"1316","scale_fill_hue",0.01,"A"
"1317","scale_size",0.01,"A"
"1318","seed",0.01,"A"
"1319","seekViewport",0.01,"A"
"1320","segBy",0.01,"A"
"1321","segMean",0.01,"A"
"1322","segmented",0.01,"A"
"1323","selectizeInput",0.01,"A"
"1324","selectMethod",0.01,"A"
"1325","send",0.01,"A"
"1326","sequenceLayer",0.01,"A"
"1327","set_colnames",0.01,"A"
"1328","set_dim",0.01,"A"
"1329","set_dimnames",0.01,"A"
"1330","setEPS",0.01,"A"
"1331","setorderv",0.01,"A"
"1332","setQCEnvironment",0.01,"A"
"1333","setValidity2",0.01,"A"
"1334","sfRemoveAll",0.01,"A"
"1335","shell.exec",0.01,"A"
"1336","shiftApply",0.01,"A"
"1337","shortPathName",0.01,"A"
"1338","showConnections",0.01,"A"
"1339","shrink",0.01,"A"
"1340","SingleCellExperiment",0.01,"A"
"1341","sortByChromNLoc",0.01,"A"
"1342","species",0.01,"A"
"1343","spikeInProbes",0.01,"A"
"1344","splf",0.01,"A"
"1345","split.data.frame",0.01,"A"
"1346","splitIndicesByNode",0.01,"A"
"1347","sread",0.01,"A"
"1348","stackStrings",0.01,"A"
"1349","startTimedMessage",0.01,"A"
"1350","stat_smooth",0.01,"A"
"1351","status_code",0.01,"A"
"1352","stepfun",0.01,"A"
"1353","stopTimedMessage",0.01,"A"
"1354","str_extract",0.01,"A"
"1355","str_split",0.01,"A"
"1356","str_split_fixed",0.01,"A"
"1357","stringdist",0.01,"A"
"1358","subject",0.01,"A"
"1359","Surv",0.01,"A"
"1360","sva",0.01,"A"
"1361","svg",0.01,"A"
"1362","symbol",0.01,"A"
"1363","Sys.getpid",0.01,"A"
"1364","Sys.setenv",0.01,"A"
"1365","tableOutput",0.01,"A"
"1366","tan",0.01,"A"
"1367","targets",0.01,"A"
"1368","tclvalue",0.01,"A"
"1369","Term",0.01,"A"
"1370","terms.formula",0.01,"A"
"1371","textarea",0.01,"A"
"1372","textxy",0.01,"A"
"1373","theme_dose",0.01,"A"
"1374","threshold",0.01,"A"
"1375","throw",0.01,"A"
"1376","tile",0.01,"A"
"1377","tileGenome",0.01,"A"
"1378","tkadd",0.01,"A"
"1379","tkbind",0.01,"A"
"1380","tkconfigure",0.01,"A"
"1381","tkdelete",0.01,"A"
"1382","tkentry",0.01,"A"
"1383","tkfocus",0.01,"A"
"1384","tkget",0.01,"A"
"1385","tkgrab.release",0.01,"A"
"1386","tkgrid.configure",0.01,"A"
"1387","tkmenu",0.01,"A"
"1388","tkmessageBox",0.01,"A"
"1389","tkrplot",0.01,"A"
"1390","tkselection.set",0.01,"A"
"1391","tktext",0.01,"A"
"1392","tkwidget",0.01,"A"
"1393","tkxview",0.01,"A"
"1394","tmp",0.01,"A"
"1395","togroup",0.01,"A"
"1396","toLatex",0.01,"A"
"1397","topics",0.01,"A"
"1398","totalReads",0.01,"A"
"1399","trans_format",0.01,"A"
"1400","transform",0.01,"A"
"1401","trigamma",0.01,"A"
"1402","trimmed.variance",0.01,"A"
"1403","type",0.01,"A"
"1404","ugraph",0.01,"A"
"1405","unlist_as_integer",0.01,"A"
"1406","unlist2",0.01,"A"
"1407","unloadNamespace",0.01,"A"
"1408","unsplit",0.01,"A"
"1409","untangle.specials",0.01,"A"
"1410","unz",0.01,"A"
"1411","upDate.express.summary.stat.methods",0.01,"A"
"1412","updateSelectInput",0.01,"A"
"1413","updateSelectizeInput",0.01,"A"
"1414","updateTabsetPanel",0.01,"A"
"1415","useDataset",0.01,"A"
"1416","validation",0.01,"A"
"1417","varianceStabilizingTransformation",0.01,"A"
"1418","vcount",0.01,"A"
"1419","Vectorize",0.01,"A"
"1420","viewApply",0.01,"A"
"1421","viewMeans",0.01,"A"
"1422","viewSums",0.01,"A"
"1423","viridis",0.01,"A"
"1424","voomWithQualityWeights",0.01,"A"
"1425","vplayout",0.01,"A"
"1426","vst",0.01,"A"
"1427","windows",0.01,"A"
"1428","winMenuAdd",0.01,"A"
"1429","winMenuAddItem",0.01,"A"
"1430","withProgress",0.01,"A"
"1431","write.fasta",0.01,"A"
"1432","writeDot",0.01,"A"
"1433","writeNetworkW",0.01,"A"
"1434","writeUTF8",0.01,"A"
"1435","WriteXLS",0.01,"A"
"1436","wtd.quantile",0.01,"A"
"1437","x11",0.01,"A"
"1438","X11",0.01,"A"
"1439","xcmsRaw",0.01,"A"
"1440","xmlChildren",0.01,"A"
"1441","xmlElementsByTagName",0.01,"A"
"1442","xmlNode",0.01,"A"
"1443","xmlSize",0.01,"A"
"1444","xpathSApply",0.01,"A"
"1445","xy.coords",0.01,"A"
"1446","yaml.load",0.01,"A"
"1447",".",0,"A"
"1448",".activeChrs",0,"A"
"1449",".activityByAids",0,"A"
"1450",".activityByCids",0,"A"
"1451",".advanced_argument",0,"A"
"1452",".affyArrayOutliers",0,"A"
"1453",".aflvalue",0,"A"
"1454",".aiRegionDirectionFromMaternalPhaseMapBiasAndIndex",0,"A"
"1455",".allCategories",0,"A"
"1456",".allCids",0,"A"
"1457",".allTargets",0,"A"
"1458",".alphafun",0,"A"
"1459",".annFUN.gene2Nodes",0,"A"
"1460",".apply.nbc",0,"A"
"1461",".assaysByAids",0,"A"
"1462",".assignBins",0,"A"
"1463",".bcSeq_edit",0,"A"
"1464",".bcSeq_edit_DNAString",0,"A"
"1465",".bcSeq_hamming",0,"A"
"1466",".bcSeq_hamming_DNAString",0,"A"
"1467",".binary_op",0,"A"
"1468",".binning",0,"A"
"1469",".binReads",0,"A"
"1470",".BrowserViz",0,"A"
"1471",".BrowserVizDemo",0,"A"
"1472",".buildAnnotateOpts",0,"A"
"1473",".buildBiobaseOpts",0,"A"
"1474",".buildDirectories",0,"A"
"1475",".buildGraph.topology",0,"A"
"1476",".cache.retrieve",0,"A"
"1477",".cache.store",0,"A"
"1478",".calcRSS",0,"A"
"1479",".calcRSSRle",0,"A"
"1480",".calculateMA",0,"A"
"1481",".Call2",0,"A"
"1482",".changeAnnotation",0,"A"
"1483",".changepoints.sdundo2",0,"A"
"1484",".changepoints2",0,"A"
"1485",".check_metric",0,"A"
"1486",".check_scores",0,"A"
"1487",".checkClusterLabels",0,"A"
"1488",".checkClusterTypes",0,"A"
"1489",".checkEigenfeatureAxes",0,"A"
"1490",".checkPrefix",0,"A"
"1491",".cidsByTarget",0,"A"
"1492",".cleavageRanges",0,"A"
"1493",".clust2Vect",0,"A"
"1494",".cmp.similarity",0,"A"
"1495",".code_falsification",0,"A"
"1496",".coerceFragments",0,"A"
"1497",".collateExt",0,"A"
"1498",".colourMapping",0,"A"
"1499",".combine_op",0,"A"
"1500",".comp.sel.pairs",0,"A"
"1501",".computeMembershipHigh",0,"A"
"1502",".computeMembershipLow",0,"A"
"1503",".computeMembershipMedium",0,"A"
"1504",".computeTheta",0,"A"
"1505",".concat",0,"A"
"1506",".condenseTargetsConditions",0,"A"
"1507",".countsInNode",0,"A"
"1508",".CoverageBigWigFile",0,"A"
"1509",".cpp_getCompensation",0,"A"
"1510",".createBins",0,"A"
"1511",".cv_dmngroup",0,"A"
"1512",".cycleLengthDist",0,"A"
"1513",".Data",0,"A"
"1514",".dbEscapeString",0,"A"
"1515",".dbUniqueVals.SQLresultname",0,"A"
"1516",".decideStrand",0,"A"
"1517",".deltaFromFractionMatrixAndMapBias",0,"A"
"1518",".dendrogram2newick",0,"A"
"1519",".dir.create.rec",0,"A"
"1520",".dist1",0,"A"
"1521",".dist2mid",0,"A"
"1522",".distance",0,"A"
"1523",".doTest",0,"A"
"1524",".doTrain",0,"A"
"1525",".drawSamples",0,"A"
"1526",".EBWishsingle",0,"A"
"1527",".ensureOB",0,"A"
"1528",".epsilon",0,"A"
"1529",".error_worker_comm",0,"A"
"1530",".escSpecialChars",0,"A"
"1531",".execute_delayed_ops",0,"A"
"1532",".explain",0,"A"
"1533",".explodeCigarOpCombs",0,"A"
"1534",".extendSE",0,"A"
"1535",".extract_single_sdf",0,"A"
"1536",".extractCountColumns",0,"A"
"1537",".extractDataColumns",0,"A"
"1538",".factor_to_vector",0,"A"
"1539",".fieldToClass",0,"A"
"1540",".findSwapped",0,"A"
"1541",".fisherTest",0,"A"
"1542",".forceHom",0,"A"
"1543",".formatColData",0,"A"
"1544",".formatOnOffMarkers",0,"A"
"1545",".formatOnOffScores",0,"A"
"1546",".Fortran",0,"A"
"1547",".fuzzyDiscretization",0,"A"
"1548",".fuzzyPatterns",0,"A"
"1549",".get.all.pairs.genes",0,"A"
"1550",".get_GRanges_by_id_from_XtraSNPlocs",0,"A"
"1551",".get_GRanges_by_seqname_from_XtraSNPlocs",0,"A"
"1552",".get_leaves_width",0,"A"
"1553",".get_snpcount_from_blocksizes",0,"A"
"1554",".getBrowser",0,"A"
"1555",".getCelHeaderV4",0,"A"
"1556",".getCelHeaderVersion",0,"A"
"1557",".getCentromere",0,"A"
"1558",".getExpFactors",0,"A"
"1559",".getLongestDMRs",0,"A"
"1560",".getMainColours",0,"A"
"1561",".getOnOffMarkersByGroup",0,"A"
"1562",".getOrgPkg",0,"A"
"1563",".getPairedEnd",0,"A"
"1564",".getSingleEnd",0,"A"
"1565",".getSNPSamples",0,"A"
"1566",".getTableName",0,"A"
"1567",".getters",0,"A"
"1568",".gff.to.GRanges",0,"A"
"1569",".gradients",0,"A"
"1570",".greedyGeneDriverSelection",0,"A"
"1571",".gridM",0,"A"
"1572",".gridM0",0,"A"
"1573",".gridMGC",0,"A"
"1574",".gridMGC0",0,"A"
"1575",".guessSex",0,"A"
"1576",".hasSlot",0,"A"
"1577",".haveOB",0,"A"
"1578",".headTail",0,"A"
"1579",".httr_download",0,"A"
"1580",".httr_get_cache_info",0,"A"
"1581",".idxOk",0,"A"
"1582",".info",0,"A"
"1583",".inheritGrowth",0,"A"
"1584",".initBackgroundCorrect",0,"A"
"1585",".initBigMatrix",0,"A"
"1586",".initContents",0,"A"
"1587",".initExpression",0,"A"
"1588",".initial",0,"A"
"1589",".initialDensity",0,"A"
"1590",".initialNumCells",0,"A"
"1591",".initNormalize",0,"A"
"1592",".initPmCorrect",0,"A"
"1593",".insbr",0,"A"
"1594",".installScript",0,"A"
"1595",".interpret_atom",0,"A"
