"","autor","funkcja","pakiet"
"649","Ramon Diaz-Uriarte","capture.output","package:utils"
"650","Ramon Diaz-Uriarte","data","package:utils"
"651","Ramon Diaz-Uriarte","file_test","package:utils"
"652","Ramon Diaz-Uriarte","object.size","package:utils"
"653","Ramon Diaz-Uriarte","intersect","package:base"
"654","Ramon Diaz-Uriarte","setdiff","package:base"
"655","Ramon Diaz-Uriarte","update","package:stats"
"656","Ramon Diaz-Uriarte","filterBkpStep",NA
"657","Ramon Diaz-Uriarte","find.hmm.states",NA
"658","Ramon Diaz-Uriarte","fit.model",NA
"659","Ramon Diaz-Uriarte","gcmessage",NA
"660","Ramon Diaz-Uriarte","getbdry",NA
"661","Ramon Diaz-Uriarte","getCGHValue",NA
"662","Ramon Diaz-Uriarte","getChromValue",NA
"663","Ramon Diaz-Uriarte","getffObj",NA
"664","Ramon Diaz-Uriarte","getffObjNoOpen",NA
"665","Ramon Diaz-Uriarte","getNames",NA
"666","Ramon Diaz-Uriarte","getOutValue",NA
"667","Ramon Diaz-Uriarte","getOutValueRAM3",NA
"668","Ramon Diaz-Uriarte","getPosValue",NA
"669","Ramon Diaz-Uriarte","hmm",NA
"670","Ramon Diaz-Uriarte","hmmWrapper",NA
"671","Ramon Diaz-Uriarte","imagemap3",NA
"672","Ramon Diaz-Uriarte","imClose3",NA
"673","Ramon Diaz-Uriarte","imodwt",NA
"674","Ramon Diaz-Uriarte","inpungeNA",NA
"675","Ramon Diaz-Uriarte","internalDNAcopySegm",NA
"676","Ramon Diaz-Uriarte","internalDNAcopySmooth",NA
"677","Ramon Diaz-Uriarte","intrle",NA
"678","Ramon Diaz-Uriarte","IQRdiff",NA
"679","Ramon Diaz-Uriarte","is.ff",NA
"680","Ramon Diaz-Uriarte","is.ffdf",NA
"681","Ramon Diaz-Uriarte","is.wholeposnumber",NA
"682","Ramon Diaz-Uriarte","mcc",NA
"683","Ramon Diaz-Uriarte","mclapply",NA
"684","Ramon Diaz-Uriarte","mergeLevels",NA
"685","Ramon Diaz-Uriarte","modwt",NA
"686","Ramon Diaz-Uriarte","MoveBkpStep",NA
"687","Ramon Diaz-Uriarte","nfields.one.line",NA
"688","Ramon Diaz-Uriarte","nlines.to.skip.and.nf",NA
"689","Ramon Diaz-Uriarte","OptimBkpFindCluster",NA
"690","Ramon Diaz-Uriarte","our.hybrid",NA
"691","Ramon Diaz-Uriarte","ourMerge",NA
"692","Ramon Diaz-Uriarte","OutliersGNL",NA
"693","Ramon Diaz-Uriarte","outToffdf2",NA
"694","Ramon Diaz-Uriarte","pam",NA
"695","Ramon Diaz-Uriarte","piccardsKO",NA
"696","Ramon Diaz-Uriarte","piccardsStretch01",NA
"697","Ramon Diaz-Uriarte","prepare.output.daglad",NA
"698","Ramon Diaz-Uriarte","RAM.or.ff",NA
"699","Ramon Diaz-Uriarte","ri",NA
"700","Ramon Diaz-Uriarte","segment",NA
"701","Ramon Diaz-Uriarte","segmentW",NA
"702","Ramon Diaz-Uriarte","shrink",NA
"703","Ramon Diaz-Uriarte","sizesobj",NA
"704","Ramon Diaz-Uriarte","stopCluster",NA
"705","Ramon Diaz-Uriarte","the.time.with.sec",NA
"706","Ramon Diaz-Uriarte","vectorForArray",NA
"707","Ramon Diaz-Uriarte","vectorForArrayL2",NA
"708","Ramon Diaz-Uriarte","vectorForArrayRAM",NA
"709","Ramon Diaz-Uriarte","vectorForArrayRAM2",NA
"710","Ramon Diaz-Uriarte","vectorFromffList",NA
"711","Ramon Diaz-Uriarte","vectorFromffList2",NA
"712","Ramon Diaz-Uriarte","wrapCreateTableArrChr",NA
"713","Ramon Diaz-Uriarte","ls","package:base"
"714","Ramon Diaz-Uriarte","mapply","package:base"
"715","Ramon Diaz-Uriarte","matrix","package:base"
"716","Ramon Diaz-Uriarte","max","package:base"
"717","Ramon Diaz-Uriarte","mean","package:base"
"718","Ramon Diaz-Uriarte","min","package:base"
"719","Ramon Diaz-Uriarte","ncol","package:base"
"720","Ramon Diaz-Uriarte","nrow","package:base"
"721","Ramon Diaz-Uriarte","open","package:base"
"722","Ramon Diaz-Uriarte","order","package:base"
"723","Ramon Diaz-Uriarte","package_version","package:base"
"724","Ramon Diaz-Uriarte","parent.env","package:base"
"725","Ramon Diaz-Uriarte","parent.frame","package:base"
"726","Ramon Diaz-Uriarte","parse","package:base"
"727","Ramon Diaz-Uriarte","print","package:base"
"728","Ramon Diaz-Uriarte","quit","package:base"
"729","Ramon Diaz-Uriarte","rep","package:base"
"730","Ramon Diaz-Uriarte","rep.int","package:base"
"731","Ramon Diaz-Uriarte","requireNamespace","package:base"
"732","Ramon Diaz-Uriarte","rle","package:base"
"733","Ramon Diaz-Uriarte","rm","package:base"
"734","Ramon Diaz-Uriarte","round","package:base"
"735","Ramon Diaz-Uriarte","rownames","package:base"
"736","Ramon Diaz-Uriarte","sample","package:base"
"737","Ramon Diaz-Uriarte","sapply","package:base"
"738","Ramon Diaz-Uriarte","save","package:base"
"739","Ramon Diaz-Uriarte","scan","package:base"
"740","Ramon Diaz-Uriarte","seq.int","package:base"
"741","Ramon Diaz-Uriarte","seq_along","package:base"
"742","Ramon Diaz-Uriarte","seq_len","package:base"
"743","Ramon Diaz-Uriarte","setwd","package:base"
"744","Ramon Diaz-Uriarte","sign","package:base"
"745","Ramon Diaz-Uriarte","sink","package:base"
"746","Ramon Diaz-Uriarte","sort","package:base"
"747","Ramon Diaz-Uriarte","sqrt","package:base"
"748","Ramon Diaz-Uriarte","stop","package:base"
"749","Ramon Diaz-Uriarte","strsplit","package:base"
"750","Ramon Diaz-Uriarte","substitute","package:base"
"751","Ramon Diaz-Uriarte","sum","package:base"
"752","Ramon Diaz-Uriarte","Sys.getpid","package:base"
"753","Ramon Diaz-Uriarte","Sys.info","package:base"
"754","Ramon Diaz-Uriarte","Sys.sleep","package:base"
"755","Ramon Diaz-Uriarte","Sys.time","package:base"
"756","Ramon Diaz-Uriarte","system","package:base"
"757","Ramon Diaz-Uriarte","table","package:base"
"758","Ramon Diaz-Uriarte","tempfile","package:base"
"759","Ramon Diaz-Uriarte","try","package:base"
"760","Ramon Diaz-Uriarte","typeof","package:base"
"761","Ramon Diaz-Uriarte","unique","package:base"
"762","Ramon Diaz-Uriarte","unlist","package:base"
"763","Ramon Diaz-Uriarte","vector","package:base"
"764","Ramon Diaz-Uriarte","warning","package:base"
"765","Ramon Diaz-Uriarte","which.min","package:base"
"766","Ramon Diaz-Uriarte","write","package:base"
"767","Ramon Diaz-Uriarte","packageDescription","package:utils"
"768","Ramon Diaz-Uriarte","read.table","package:utils"
"769","Weixin Cai","packageStartupMessage","package:base"
"770","Weixin Cai","paste0","package:base"
"771","Weixin Cai","data.frame","package:base"
"772","Weixin Cai","packageDescription","package:utils"
"773","Weixin Cai","get_composition",NA
"774","Weixin Cai","textxy",NA
"775","Weixin Cai","length","package:base"
"776","Weixin Cai","order","package:base"
"777","Weixin Cai","paste","package:base"
"778","Weixin Cai","print","package:base"
"779","Weixin Cai","seq_len","package:base"
"780","Weixin Cai","sort","package:base"
"781","Weixin Cai","setClass","package:methods"
"782","Weixin Cai","lm","package:stats"
"783","Weixin Cai","assay",NA
"784","Weixin Cai","colData",NA
"785","Weixin Cai","get_results_adaptmle",NA
"786","Weixin Cai","rowData",NA
"787","Weixin Cai","SummarizedExperiment",NA
"788","Weixin Cai","list","package:base"
"789","Weixin Cai","matrix","package:base"
"790","Weixin Cai","names",".GlobalEnv"
"791","Weixin Cai","nrow","package:base"
"792","Weixin Cai","return","package:base"
"793","Weixin Cai","rownames","package:base"
"794","Weixin Cai","unique","package:base"
"795","Weixin Cai","unlist","package:base"
"796","Weixin Cai","sapply","package:base"
"797","Weixin Cai","seq_along","package:base"
"798","Weixin Cai","sum","package:base"
"799","Weixin Cai","table","package:base"
"800","Weixin Cai","which","package:base"
"801","Weixin Cai","rep","package:base"
"802","Weixin Cai","sample","package:base"
"803","Weixin Cai","training",NA
"804","Weixin Cai","validation",NA
"805","Weixin Cai","sqrt","package:base"
"806","Weixin Cai","stop","package:base"
"807","Weixin Cai","structure","package:base"
"808","Weixin Cai","t","package:base"
"809","Weixin Cai","vector","package:base"
"810","Weixin Cai","p.adjust","package:stats"
"811","Weixin Cai","pnorm","package:stats"
"812","Weixin Cai","qnorm","package:stats"
"813","Weixin Cai","abline","package:graphics"
"814","Weixin Cai","plot","package:graphics"
"815","Weixin Cai","setdiff","package:base"
"816","Weixin Cai","globalVariables","package:utils"
"817","Weixin Cai","head","package:utils"
"818","Claudio Lottaz","as.character","package:base"
"819","Claudio Lottaz","as.symbol","package:base"
"820","Claudio Lottaz","as.vector","package:base"
"821","Claudio Lottaz","agnes",NA
"822","Claudio Lottaz","computeHamming",NA
"823","Claudio Lottaz","attr","package:base"
"824","Claudio Lottaz","c","package:base"
"825","Claudio Lottaz","colnames","package:base"
"826","Claudio Lottaz","eval","package:base"
"827","Claudio Lottaz","format.pval","package:base"
"828","Claudio Lottaz","get","package:base"
"829","Claudio Lottaz","is","package:methods"
"830","Claudio Lottaz","computeOverlap",NA
"831","Claudio Lottaz","Lkeys",NA
"832","Claudio Lottaz","makeEID2PROBESenv",NA
"833","Claudio Lottaz","mt.rawp2adjp",NA
"834","Claudio Lottaz","randomDiana2means",NA
"835","Claudio Lottaz","grep","package:base"
"836","Claudio Lottaz","invisible","package:base"
"837","Claudio Lottaz","is.null","package:base"
"838","Claudio Lottaz","length","package:base"
"839","Claudio Lottaz","list","package:base"
"840","Claudio Lottaz","matrix","package:base"
"841","Claudio Lottaz","max","package:base"
"842","Claudio Lottaz","min","package:base"
"843","Claudio Lottaz","nchar","package:base"
"844","Claudio Lottaz","ncol","package:base"
"845","Claudio Lottaz","nrow","package:base"
"846","Claudio Lottaz","paste","package:base"
"847","Claudio Lottaz","rep","package:base"
"848","Claudio Lottaz","require","package:base"
"849","Claudio Lottaz","return","package:base"
"850","Claudio Lottaz","round","package:base"
"851","Claudio Lottaz","rownames","package:base"
"852","Claudio Lottaz","seq","package:base"
"853","Claudio Lottaz","stop","package:base"
"854","Claudio Lottaz","sub","package:base"
"855","Claudio Lottaz","substr","package:base"
"856","Claudio Lottaz","sum","package:base"
"857","Claudio Lottaz","t","package:base"
"858","Claudio Lottaz","table","package:base"
"859","Claudio Lottaz","Rkeys",NA
"860","Claudio Lottaz","unlist","package:base"
"861","Claudio Lottaz","dev.off","package:grDevices"
"862","Claudio Lottaz","postscript","package:grDevices"
"863","Claudio Lottaz","as.hclust","package:stats"
"864","Claudio Lottaz","cutree","package:stats"
"865","Claudio Lottaz","kmeans","package:stats"
"866","Claudio Lottaz","axis","package:graphics"
"867","Claudio Lottaz","box","package:graphics"
"868","Claudio Lottaz","grid","package:graphics"
"869","Claudio Lottaz","image","package:graphics"
"870","Claudio Lottaz","mtext","package:graphics"
"871","Claudio Lottaz","par","package:graphics"
"872","Claudio Lottaz","plot","package:graphics"
"873","Claudio Lottaz","strwidth","package:graphics"
"874","Claudio Lottaz","X11","package:grDevices"
"875","Claudio Lottaz","intersect","package:base"
"876","Henrik Bengtsson","c","package:base"
"877","Henrik Bengtsson","cat","package:base"
"878","Henrik Bengtsson","close","package:base"
"879","Henrik Bengtsson","packageDescription","package:utils"
"880","Henrik Bengtsson",".getCelHeaderV4",NA
"881","Henrik Bengtsson",".getCelHeaderVersion",NA
"882","Henrik Bengtsson","do.call","package:base"
"883","Henrik Bengtsson","file","package:base"
"884","Henrik Bengtsson","file.exists","package:base"
"885","Henrik Bengtsson","invisible","package:base"
"886","Henrik Bengtsson","is.null","package:base"
"887","Henrik Bengtsson","length","package:base"
"888","Henrik Bengtsson","library.dynam.unload","package:base"
"889","Henrik Bengtsson",".unwrapCelHeaderV4",NA
"890","Henrik Bengtsson",".wrapCelHeaderV4",NA
"891","Henrik Bengtsson","writeCelHeaderV4",NA
"892","Henrik Bengtsson","writeDWord",NA
"893","Henrik Bengtsson","writeInteger",NA
"894","Henrik Bengtsson","list","package:base"
"895","Henrik Bengtsson","names",".GlobalEnv"
"896","Henrik Bengtsson","nrow","package:base"
"897","Henrik Bengtsson","on.exit","package:base"
"898","Henrik Bengtsson","paste","package:base"
"899","Henrik Bengtsson","rep","package:base"
"900","Henrik Bengtsson","return","package:base"
"901","Henrik Bengtsson","seq_along","package:base"
"902","Henrik Bengtsson","stop","package:base"
"903","Henrik Bengtsson","t","package:base"
"904","Henrik Bengtsson","write","package:base"
"905","Henrik Bengtsson","writeLines","package:base"
"906","Henrik Bengtsson","which","package:base"
"907","Henrik Bengtsson","writeBin","package:base"
"908","Henrik Bengtsson","writeChar","package:base"
"909","Henrik Bengtsson","seek","package:base"
"910","Henrik Bengtsson","sprintf","package:base"
"911","Henrik Bengtsson","which.max","package:base"
"912","Henrik Bengtsson","match.arg","package:base"
"913","Henrik Bengtsson","mode","package:base"
"914","Henrik Bengtsson","writeString",NA
"915","Henrik Bengtsson","writeWString",NA
"916","Henrik Bengtsson","readCelHeader",NA
"917","Henrik Bengtsson","readWBI",NA
"918","Henrik Bengtsson","readWString",NA
"919","Henrik Bengtsson","readWVT",NA
"920","Henrik Bengtsson","requireNamespace","package:base"
"921","Henrik Bengtsson","rm","package:base"
"922","Henrik Bengtsson","seq_len","package:base"
"923","Henrik Bengtsson","setwd","package:base"
"924","Henrik Bengtsson","sort.int","package:base"
"925","Henrik Bengtsson","stopifnot","package:base"
"926","Henrik Bengtsson","substitute","package:base"
"927","Henrik Bengtsson","unlist","package:base"
"928","Henrik Bengtsson","vector","package:base"
"929","Henrik Bengtsson","setdiff","package:base"
"930","Henrik Bengtsson","writeSequence",NA
"931","Henrik Bengtsson","intersect","package:base"
"932","Rafael A.",".libPaths","package:base"
"933","Rafael A.","any","package:base"
"934","Rafael A.","assign","package:base"
"935","Rafael A.","data","package:utils"
"936","Rafael A.",".initBackgroundCorrect",NA
"937","Rafael A.",".initExpression",NA
"938","Rafael A.","cat","package:base"
"939","Rafael A.","class","package:base"
"940","Rafael A.","emptyenv","package:base"
"941","Rafael A.","environment","package:base"
"942","Rafael A.","getOption","package:base"
"943","Rafael A.","grep","package:base"
"944","Rafael A.","new","package:methods"
"945","Rafael A.","median","package:stats"
"946","Rafael A.",".initNormalize",NA
"947","Rafael A.",".initPmCorrect",NA
"948","Rafael A.",".setAffyOptions",NA
"949","Rafael A.","addVigs2WinMenu",NA
"950","Rafael A.","protocolData",NA
"951","Rafael A.","interactive","package:base"
"952","Rafael A.","is.na","package:base"
"953","Rafael A.","is.null","package:base"
"954","Rafael A.","list","package:base"
"955","Rafael A.","ls","package:base"
"956","Rafael A.","nchar","package:base"
"957","Rafael A.","new.env","package:base"
"958","Rafael A.","options","package:base"
"959","Rafael A.","parent.frame","package:base"
"960","Rafael A.","return","package:base"
"961","Rafael A.","stop","package:base"
"962","Rafael A.","sub","package:base"
"963","Rafael A.","sys.function","package:base"
"964","Rafael A.","topenv","package:base"
"965","Rafael A.","list.files","package:base"
"966","Rafael A.","match","package:base"
"967","Rafael A.","match.arg","package:base"
